variable_id,mz,rt,QC_01,QC_02,QC_03,QC_04
M82T178_POS,81.52093452606469,178.413,12144538.687450884,16925548.762018543,NA,10872567.481019896
M82T630_POS,81.52084665381793,629.552,10907106.663749993,21815649.076875042,NA,10365874.740000004
M82T319_POS,81.52089572322097,318.9205,13665792.028187519,12115910.28306248,NA,6551517.128364562
M82T109_POS,81.52091663199724,109.3885,16960612.473059222,NA,NA,13220147.549131947
M82T275_POS,81.52089255579392,274.905,16233758.036929663,14757570.224769881,NA,21795930.996974997
M82T533_POS,81.52089038053785,533.077,10565715.963000018,NA,NA,10591117.839286223
M82T520_POS,81.52085538266225,519.8969999999999,11077625.617284713,8576172.935803523,NA,NA
M82T389_POS,81.5209166016038,389.215,12443425.549843755,11478304.582539085,NA,9595119.533216905
M82T676_POS,81.52087119507817,675.6365000000001,NA,17467538.778854825,NA,13358770.483469706
M82T1079_POS,81.52090168953832,1079.0300000000002,4851117.796145887,NA,NA,4934845.60350005
M82T487_POS,81.52088373205362,486.76300000000003,NA,11961938.116518771,NA,19887747.468833327
M82T88_POS,81.52092872239746,88.4682,25747109.665213246,43411059.80998264,NA,NA
M82T421_POS,81.52087650643176,420.7985,36223405.424954616,NA,NA,18195422.97653031
M82T121_POS,81.52090283862762,121.4355,NA,12469303.892779514,NA,13938414.15551136
M82T460_POS,81.5209063205871,459.9635,11628408.413289465,10231811.235367643,NA,NA
M82T553_POS,81.52088634409287,553.433,12906953.619056279,NA,NA,10108966.193979176
M82T204_POS,81.52093149411236,203.697,13651348.497600006,9784248.844514802,NA,12980526.727055559
M82T149_POS,81.52091726280302,148.724,12156726.170875017,12270722.797125012,NA,7591318.686421868
M82T1058_POS,81.52088566237936,1058.01,NA,NA,10507757.809772857,12427451.235183183
M82T1036_POS,81.52091168644978,1036.0300000000002,8822430.68437501,NA,7539233.249437449,NA
M82T61_POS,82.01409070855836,61.3717,322375932.3612827,352190570.55201155,482085134.00133634,344811784.0132997
M82T936_2_POS,82.0182733748228,935.6510000000001,NA,NA,9388451.126906214,8197174.998385415
M82T126_POS,82.06546485360707,126.2935,12063255.500600696,11183269.773664074,12266878.926093753,10183477.528992558
M82T883_POS,82.30119688041418,882.5875,641119.46363867,600281.8487511383,589515.923881393,574770.3213052202
M82T850_POS,82.30118511440446,850.068,390046.1810976584,365313.88489818876,NA,348726.4326748077
M82T352_POS,82.35782872688871,351.8755,925235.3621986625,983974.7012343828,1162666.478542752,1096438.9641634105
M83T62_POS,82.53742781202078,62.001,1442319032.5085964,1486680987.470421,2111855114.8884573,1522110552.9132934
M83T936_POS,82.53737643163032,935.9475,193302967.4700006,198762380.05610076,183372659.27591205,206813026.97157493
M83T84_POS,82.53744136664605,83.9058,NA,54169964.980017856,NA,40637217.637145236
M83T926_POS,82.80518024329211,925.9605,525222.399641674,487213.5010740701,433241.6612785816,488022.11753906636
M83T923_POS,82.94520257944119,922.709,3278700.5959973866,NA,3458406.389867185,3378317.7869999926
M83T688_POS,82.94519984131811,687.754,216341.79172916498,218286.23533116415,230383.73631640608,NA
M83T61_POS,83.0377357914604,61.3717,169687656.9425782,202654335.60133326,258236967.94056162,193194747.34893742
M83T935_POS,83.0378111671962,934.8985,NA,NA,13109860.667200223,14646683.196700078
M84T936_POS,83.53611445897751,935.9475,22605714.445187435,21770808.04125728,24912048.688267775,28542138.755981043
M84T62_POS,83.53619806354064,61.65585,197094626.0588116,221647750.29047623,281400741.5196179,222104120.66307214
M84T946_POS,83.9300697603357,946.261,593399.6150628929,259871.0730669661,501620.93125624896,455827.74406808
M84T61_POS,84.0116110792084,61.307199999999995,46862477.7656251,45000401.807789914,65002482.409549974,48322250.44436252
M84T68_POS,84.044666880595,67.84785,204699719.8333618,228612991.8838819,225660514.31730276,206871856.95114675
M84T965_POS,84.04468013572375,964.642,126356531.54926609,130108792.29233694,144630860.293021,170374312.5511883
M84T119_POS,84.04470569238033,118.662,NA,NA,47974925.619880214,32206343.27214706
M84T98_POS,84.044689218174085,97.7696,NA,NA,50122455.26180456,44391789.19404477
M84T1034_POS,84.04465190537057,1034.5,45950184.51120161,64078703.46937491,NA,NA
M84T1011_POS,84.04464953197271,1011.245,32568199.01749986,64388013.98791652,NA,NA
M84T798_POS,84.38494785783084,797.526,390291.12664932385,401027.84381314897,219234.04456875086,NA
M85T760_POS,84.6005372641172,760.253,NA,272979.92411250435,319753.9434817706,NA
M85T352_POS,84.80031860719168,352.048,342326.27227734623,NA,402716.6003320334,425736.28120842547
M85T602_POS,84.80322010463962,602.095,201840.38382656232,214576.294050781,181810.8664531248,167997.9177433613
M85T767_POS,84.80324549935477,767.4675,521132.8788544888,531836.5488159182,505829.8911512295,531342.3303231111
M85T932_POS,84.91157816934269,932.48,NA,87334.09561172087,74835.31781249869,98079.76788749744
M85T62_POS,84.96000566115609,61.93755,942028392.0834372,1037768882.3555996,1262272943.7716126,1023072060.4389825
M85T937_POS,84.95995471853317,936.7065,8393340.983882248,9493674.444374947,8664864.101060476,8899690.913039077
M85T77_POS,85.05119842888186,76.5332,23309244.189846132,22097131.827139426,21833402.010357674,24184778.24697498
M85T476_POS,85.18922819028029,475.9545,377089.0325070295,393928.48643906234,364537.5606914036,385166.1090374986
M86T61_POS,85.96326739140757,61.3948,9344444.83066407,11320820.1676375,11708845.497064069,NA
M86T106_POS,86.06029766316516,105.5125,17574130.637187496,26613791.083099995,20111902.396874983,22352699.354999997
M86T62_POS,86.071482496599,62.001,8792146.379135747,9503695.374184828,11382318.571019135,8162904.161607818
M86T98_POS,86.09669849981111,97.50595,132778529.00529735,146631234.79967996,136762980.40850013,145318293.37173757
M86T80_POS,86.09670957796028,79.54505,NA,8414846.103035014,NA,12426706.343233915
M86T926_POS,86.09672107966199,925.856,NA,3503702.7321001883,4314132.986693353,NA
M86T785_1_POS,86.16218196339709,784.506,6974409.42387783,5934917.8019204335,6549007.504385176,6110385.398203094
M86T785_2_POS,86.27364095189458,784.892,3171730.097569016,2634978.0299431724,2673123.3864444504,2674735.4084062497
M86T757_POS,86.29996824279864,756.63,469856.65075121913,401389.4770379458,419661.51761067746,410792.91187109216
M86T860_POS,86.30001941148845,859.7015,260552.24521205077,227651.79867187748,213034.33203047022,238321.5744617748
M86T784_POS,86.38507303419613,784.1389999999999,633874.9716041669,493592.2802180926,488700.49666796665,579018.5409374952
M87T788_POS,86.80390764840739,788.201,525419.7100400438,654203.5613299045,609594.0560332051,445988.97947005037
M87T806_POS,86.80387288323547,805.822,292195.53861914104,293275.17832910357,NA,276109.5089055942
M87T126_POS,87.02655820078641,126.32,52900377.30369994,52277016.47164283,54968150.97583333,55476773.797499955
M87T183_POS,87.04427723441461,183.4285,29959108.782473706,95473794.12323956,107917541.68232815,115169579.78626165
M87T65_POS,87.05556318305733,65.27545,882511.96625999955,NA,1536117.7174656233,NA
M87T727_POS,87.30837834436505,727.1134999999999,1770468.014184713,1626683.285552719,1630438.0940623374,1623011.2250260315
M87T818_POS,87.30785189546559,817.694,216084.32722412044,161048.38909090924,105922.86436210884,NA
M88T943_POS,87.50954498527094,943.3135,257403.66246718832,NA,NA,342423.98422030587
M88T62_POS,88.02344603291161,61.93755,114663889.61276783,126887056.36322868,170403359.6591554,136312620.6697251
M88T785_POS,88.27692953337906,784.556,700426.4783125019,505056.2982449773,598445.8271875009,722996.6560312499
M89T939_POS,88.50927699356811,939.1379999999999,12055905.214172322,11715525.417937506,6279629.138489561,8794116.281234376
M89T62_1_POS,88.52512308557215,61.93755,5365876.196666021,5068083.2991749905,7516078.108498824,5902297.907424316
M89T785_1_POS,88.60453553487916,784.9035,18703858.948147327,17382330.679475725,20017750.515788496,18424297.13082234
M89T785_2_POS,88.71601718213557,784.9035,8076491.804928507,7319278.496287127,8175162.067080374,7981025.379925755
M89T785_3_POS,88.82749618214403,784.892,1662286.554581258,1432761.0716197968,1701915.118066418,1565857.239143746
M89T797_1_POS,88.82859349115284,796.658,2642971.0459020943,2298762.2556992085,2506819.884133729,2444790.445775864
M89T797_2_POS,88.940065675002,797.085,1057856.447742183,NA,959308.1388109387,NA
M89T62_2_POS,88.95287153566258,61.93755,20069241.48512208,23326146.390552707,29444853.873779483,22267290.383662596
M89T936_POS,89.00848415001437,935.9475,49743029.370684214,47196674.74534099,45917805.161373384,42074251.1094579
M89T455_POS,89.04221114307919,454.6605,2117728.974037527,2227871.778437485,2411655.988125015,2529511.9306624895
M89T98_POS,89.07119403500856,97.5647,9584466.166884936,11311298.074071882,9272855.711687513,9744660.40447779
M89T928_POS,89.07924073991333,928.008,3576887.5180664063,2443175.3258593865,NA,2831145.216241571
M89T834_1_POS,89.27674548632604,834.3575000000001,1069129.837966587,1260341.3443227469,1156817.7323935486,1068984.5395625017
M89T764_1_POS,89.27674902169291,763.5815,663033.4821741111,529077.1646367186,688878.0760937509,572230.0932304707
M89T834_2_POS,89.3882447796949,834.3165,444571.6812907425,578267.0308013394,513712.3978660659,422055.5395605473
M89T764_2_POS,89.3881986804749,764.0195,NA,243677.50993125213,301555.1930937479,NA
M90T939_1_POS,89.50691339665664,939.105,236660729.94750085,202113090.64409533,202586095.24694777,219735030.30199736
M90T541_POS,89.70465708998074,541.427,286242.0527812472,293013.880028906,340543.62652382284,373700.72259081784
M90T939_2_POS,90.00861783072693,939.146,5716588.473056865,4810027.152337464,NA,3678209.622674996
M90T67_POS,90.05518785749767,67.14925,75967067.07597761,78651226.86980063,82230805.17230366,77269323.48170094
M90T767_POS,90.2986599726564,767.348,322868.25605234323,NA,301614.2293782544,383925.28989843896
M90T898_POS,90.30779681106159,898.0115000000001,538339.863750002,558211.7497231464,551990.3441249959,584625.8211068625
M90T937_POS,90.31719343760793,936.7065,NA,NA,1892069.310665638,1755870.636265628
M90T62_POS,90.31770252175039,62.35025,NA,NA,13770730.722182626,4662568.351800774
M90T784_POS,90.37944616210343,784.17,770713.3311890662,507235.8086979153,594699.1318750009,852826.8846093748
M90T739_POS,90.38186004435774,739.0409999999999,NA,667897.2622037719,692969.705102157,NA
M91T937_1_POS,90.526088997022,936.7065,811767095.9006721,773189529.2843611,787877789.1610079,807623618.7144089
M91T63_POS,90.52612956364797,62.63290000000001,6076323904.70364,6347070681.837555,7321917834.359011,6344432198.566722
M91T986_POS,90.52609412843645,985.994,57811872.999750204,87165574.65106533,50921819.85876935,48924983.01815391
M91T655_POS,90.5261053392862,655.344,204793169.0758211,196702929.60634568,173329557.18889686,190399222.9520097
M91T1076_POS,90.52610773880542,1075.88,55941935.41250003,66269487.71704552,44762037.69535672,40203161.23423063
M91T109_POS,90.52612408982273,108.5675,107382166.39473915,74738927.42494743,87473674.30331579,77791855.88812505
M91T317_POS,90.52612789174938,317.285,135031766.95045453,238557253.56227157,NA,228909048.59558442
M91T1046_POS,90.5261064041323,1046.245,54170520.93333317,80544466.40018529,52386416.57029416,38456205.36750011
M91T467_POS,90.52610870537754,467.053,NA,96051912.2319705,89782880.64701629,55299382.94010006
M91T175_POS,90.52613349207058,174.557,63332365.475887544,72143031.58575004,NA,84175790.1101482
M91T418_POS,90.52612980255407,418.435,77126452.17163453,160245367.76328185,NA,151753107.37439707
M91T140_POS,90.5261307713069,139.7245,58369379.87992649,43123731.494692326,NA,62279215.25683337
M91T1025_POS,90.52609488033885,1025.08,102910834.00968784,NA,53806848.84926492,81181144.80000015
M91T517_POS,90.52612580312375,516.506,40655017.319000125,94216107.20806822,NA,49092110.21297063
M91T361_POS,90.52613034412828,360.684,53431717.62853132,64063780.95889292,NA,63570126.80125004
M91T387_POS,90.52611441425026,386.734,69201691.6633977,NA,181148575.15854156,59532766.40168412
M91T211_POS,90.52611613190084,210.6205,216729151.3132094,47861281.948593736,NA,42974702.5716429
M91T1010_POS,90.52610730458338,1009.845,NA,81807011.73306009,49590441.92266636,NA
M91T555_POS,90.52612715781076,554.671,153829078.29468745,63296361.352272734,NA,205377193.61730665
M91T590_POS,90.52611960527639,589.6665,81509636.62183334,86289510.52839816,NA,NA
M91T441_POS,90.52611470719472,441.4635,85328605.2281378,NA,57614221.20502646,NA
M91T238_POS,90.5261114414199,237.696,NA,117787798.9576628,NA,79793215.02672417
M91T490_POS,90.52609604863781,489.5585,123975945.8182325,NA,NA,61381505.05569051
M91T764_1_POS,90.6057647792206,764.0505,3736505.5580401774,NA,NA,2273844.07450003
M91T764_2_POS,90.71731823819786,764.0645,2606622.8436359367,2367191.6229715017,2304770.3642104147,3515263.6382839684
M91T62_1_POS,90.73536388230333,61.9169,NA,7988109.865974998,17191260.02686127,17661922.544696774
M91T936_POS,90.7353182371364,936.299,NA,NA,1344305.4436947217,1652390.3305312642
M91T930_1_POS,90.76663680070664,930.1195,65990.79716455046,127396.40022967094,131811.3432874756,175637.22461718693
M91T766_POS,90.82968592054803,765.786,NA,967592.9732067877,1050672.19459766,1126097.267873846
M91T930_2_POS,90.976861882777,929.6724999999999,74078340.64724974,74614473.1736252,70677304.88235597,73759037.71767859
M91T937_2_POS,91.02771131014106,936.7065,38460074.98399643,39262890.16853125,41268432.69770856,39924360.74055019
M91T62_2_POS,91.0276978884042,61.65585,354861260.56569487,378127597.6002666,459745590.6478721,383315395.61684984
M91T992_POS,91.05447424447198,991.789,81118711.42054889,85275501.92646332,89584144.6805826,77690636.08114858
M91T97_POS,91.05447044002435,96.95339999999999,NA,81136859.85284904,NA,85872126.19358894
M91T854_POS,91.05447929077467,854.2885,2933704.3226562436,3599908.464107103,NA,NA
M91T834_1_POS,91.16859548792083,834.3575000000001,1539429.0637945342,1995576.3308250075,1853092.3027233132,1745978.3146830313
M91T929_POS,91.18782192193068,929.339,NA,125051.44827148541,168704.1987833553,156771.52669227327
M91T834_2_POS,91.28008359824258,834.3165,646037.6560765891,922260.0095244088,843437.6645647341,786906.8529821736
M92T937_1_POS,91.50470670486757,936.7065,53842683.21074139,54112674.79780304,51730221.12549701,43394193.29579063
M92T62_POS,91.54247243355927,61.93755,54597447.57246092,70008551.86789998,89821811.19660182,64437190.74625231
M92T816_POS,91.6125387211751,816.361,668140.2143330952,563660.6112044276,579863.4292317659,630399.4219190312
M92T834_1_POS,91.71916856767805,834.3575000000001,6942409.688466286,8821990.378400406,8369970.32175699,8218956.453862438
M92T817_1_POS,91.72394732321277,816.788,290949.58451425954,297154.94136957487,NA,283392.1131933607
M92T728_POS,91.81100338956097,727.5325,1390592.1675497945,1341399.346303203,1179737.8786339269,1348704.9931796768
M92T834_2_POS,91.83066869023477,834.3575000000001,3023336.5394112724,3883309.4199483255,3824189.6874270835,3762726.282168722
M92T834_3_POS,91.94210865683704,834.3165,583793.1250781271,742314.2102187632,772009.1587695292,879357.6302582962
M92T929_POS,91.98016699656841,929.3505,599741.5484285705,589113.6869157726,636835.9268333308,491158.400552555
M92T937_2_POS,92.00638816287619,937.124,1459312.028109373,2220361.6623718757,NA,1958477.6323997392
M92T743_POS,92.15905134027435,743.1365000000001,615762.4264275031,548061.6743320338,687103.0877366378,420045.17263769894
M92T817_2_POS,92.16309758500401,816.826,4532150.264471527,4091161.1361855306,4494878.163811525,4814003.380018419
M92T817_3_POS,92.27460119471945,816.826,1991076.5548186363,1692604.4596250004,1875697.5390039077,2013235.706968138
M92T745_POS,92.27041713535198,745.3025,NA,NA,143695.13454687624,142543.3609726561
M92T255_POS,92.27697836009389,254.8095,288484.75428645796,211036.8143606775,NA,NA
M92T818_POS,92.38601520959593,818.0775,165843.49330664138,NA,283554.1191585914,363259.44788554794
M92T727_POS,92.38294452854139,726.753,548079.0686778827,NA,339228.7345712898,NA
M92T747_POS,92.4944008460277,746.9525,NA,183579.3953743472,148792.76447812413,NA
M93T937_POS,92.5224769157604,936.7065,15723573.419842044,12071790.069161952,13479368.195495486,16958971.029943217
M93T62_POS,92.5225172146869,61.65585,142329157.97618073,139828746.88226664,166727250.96589205,142149161.61960462
M93T1054_POS,92.52250043186595,1053.9050000000002,1101720.6674999981,NA,1292864.2458170531,NA
M93T740_POS,92.60693397018817,739.8715,NA,901114.9962011777,380324.0066210929,NA
M93T762_POS,92.6069179557862,762.384,1153448.228297285,NA,NA,766991.0682625012
M93T61_POS,93.02416819316984,61.3717,6922951.498828139,10273941.699461315,10255440.654902924,8624270.40866406
M93T834_POS,93.4940348496689,834.35,258169.96050618848,379198.3098142392,345534.45723213913,NA
M94T937_POS,93.50387907906675,937.028,923432.4628537991,NA,1263101.3018973232,790852.8894026985
M94T805_1_POS,93.72040653907747,804.9865,433049.0042847213,576816.4437301425,502098.68840762804,427095.8062475633
M94T790_POS,93.72033985896604,789.939,708912.6867854521,380223.7751008554,427655.9393172732,NA
M94T847_POS,93.72022822193128,846.8055,NA,92748.09597187431,NA,80021.19013281153
M94T792_POS,93.83174091475186,792.029,205796.56793619978,NA,280147.55446972477,NA
M94T805_2_POS,93.83183251998744,805.44,192964.20366210764,NA,198326.60189453146,NA
M94T739_POS,93.94029595697968,739.106,NA,714352.6845104174,722226.3016171997,NA
M94T816_POS,93.93786190082852,815.9870000000001,154767.49454003872,NA,NA,147882.83492285118
M94T62_POS,94.04519496306969,61.9169,589491311.2899979,628494493.2890999,788575406.2671918,641739030.7797558
M94T936_POS,94.04525251520583,935.9475,521678665.1124623,482493806.5078399,496756011.0999524,471495940.085685
M94T923_POS,94.06531535838027,923.3645,19459370.763178047,31601971.677358493,21879555.07243478,36316243.06840376
M94T893_POS,94.06532270211379,893.339,25269178.463512525,24256257.790333323,27347552.038909107,NA
M94T691_POS,94.06528571424252,690.6065,8434840.96096348,NA,NA,13819059.320575058
M95T936_1_POS,94.54569021578435,935.5995,64536522.97181856,48058304.01982525,65142075.77656281,57795107.71971873
M95T61_POS,94.5455772893681,61.3486,70501070.96723445,78601974.77110146,NA,77862775.03042497
M95T936_2_POS,95.04394484751043,935.9475,62899670.04149115,66683601.91349701,58282478.400773875,62466453.06218416
M95T62_POS,95.04406461215902,61.65585,95042994.2982813,88314520.70802802,123134763.44260265,99958795.3298828
M95T72_POS,95.08574791789951,72.3421,23442440.2185199,19045843.01198194,21140425.19976751,23260708.574624997
M95T972_POS,95.08576650636711,971.785,37222806.11021813,NA,49147258.28745371,NA
M95T879_POS,95.27767262054192,879.323,145570.12785000025,NA,278191.313450893,177090.4237673009
M96T936_POS,95.54555748591267,935.5995,5190617.697289048,5574814.370234372,3627625.9334309893,4411696.88874235
M96T638_POS,95.54559473612775,638.307,152771.35398754885,181775.2430474343,NA,NA
