peak.name,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,QC,QC_01,QC_02,QC_03,QC_04
M75T104_POS,75.06382463047552,75.06379812489195,75.06383435345116,103.94149999999999,103.853,104.368,4,4,4938467.07844909,4953041.401083468,4571464.2311121095,4351597.170625
M75T762_POS,75.26506522672462,75.26502269241077,75.26508028490716,762.38,762.307,762.407,3,3,174910.3670192522,NA,151730.30650546652,149260.76935937465
M75T742_POS,75.26914180544273,75.26912420955358,75.26915940133186,742.3555,742.275,742.436,2,2,NA,196297.54766289174,199405.9988671864,NA
M75T803_POS,75.29361824942264,75.29359159686864,75.29363427919596,803.301,803.265,803.313,3,3,NA,152758.5863613313,151047.4229687468,148604.11385156153
M76T476_1_POS,75.50093640748044,75.50091024151206,75.50098256025974,476.0335,475.896,476.827,4,4,3576693.8114179745,3371830.980687507,3329684.9360937346,3872450.9527333127
M76T476_2_POS,75.61244111819359,75.61239928782265,75.61247430598983,475.9545,475.896,476.165,4,4,1279272.7667546927,1295237.8039277343,1032787.661290361,1164370.5473749994
M76T80_POS,76.03973163160111,76.0397162492041,76.03976309134174,79.69815,79.0372,89.7114,4,4,12302352.535014288,11435504.309071025,19433752.70944167,10354488.08592188
M77T432_POS,76.5235768399325,76.52355248264057,76.52360119722442,432.3665,431.611,433.122,2,2,120942.83717578166,NA,NA,118278.5077917971
M77T741_POS,76.59850261726456,76.5941375630287,76.59853937124687,741.418,731.583,742.415,5,4,270726.8480390612,462723.76563770167,496510.39482986357,346747.6726162111
M77T850_POS,76.80579334415256,76.80578513186602,76.80587918914672,850.1845000000001,850.068,850.206,4,4,750068.7485014179,794883.6988034869,656330.1987480437,778856.6815799308
M77T883_POS,76.80579150143778,76.80577312948404,76.80579500144624,882.525,882.522,882.651,3,3,NA,500939.8754129979,544693.5856093758,519126.7083595363
M77T748_POS,76.82234534327628,76.82233736759737,76.82235331895518,747.8115,747.493,748.13,2,2,NA,139175.28411210765,139991.91928710893,NA
M77T925_POS,77.30971284635784,77.30969219661607,77.30972958175008,925.1320000000001,925.016,925.209,4,4,188175.41078265905,149087.98476334763,118185.3005273441,144605.765768138
M78T936_POS,77.50050511762204,77.50045856047596,77.50051239474064,936.2925,935.619,936.346,4,4,3007273.9046029546,3752668.404500613,4171249.4088892923,3188955.3234375273
M78T476_1_POS,77.94339331127857,77.9433796462878,77.94339649290616,476.451,475.896,476.827,4,4,5480875.002523103,5459754.45140625,5022322.416593383,5668722.040630686
M78T939_POS,77.99891830924165,77.99889213383625,77.99895132970015,939.105,938.424,939.948,4,4,13179870.223128363,9204413.062472414,12068843.753217021,12870715.43297
M78T476_2_POS,78.0548279483407,78.05481264084031,78.05492114292537,475.9545,475.896,476.165,4,4,1983428.3575696,1898081.8079589782,1639370.8235156143,1876502.7583867037
M78T451_POS,78.12726573099727,78.1272647996997,78.12727310834177,451.467,450.624,451.56,3,3,NA,632406.0006671933,728949.6900984303,785924.1731624979
M78T476_3_POS,78.16626605176971,78.16626333953916,78.16626876400026,476.496,476.165,476.827,2,2,NA,321235.5561781267,316066.20674121083,NA
M79T62_POS,79.01819627816323,79.01817163764063,79.01821686214639,61.93755,61.3948,62.0438,4,4,638197910.1324754,788449832.8098924,951765530.3565136,754307663.4149414
M79T937_POS,79.01816321234202,79.01814178057806,79.0181834695042,937.076,936.979,937.756,4,4,10397346.35975365,13987043.86099625,16485236.417073218,15042824.133757045
M79T76_POS,79.021639903364715,79.021498369876,79.02167492320363,75.9964,75.4629,76.3003,3,3,7647530.78677779,NA,6671070.866716666,9078915.282862492
M79T995_POS,79.021591536485,79.02154827867818,79.02163479429181,994.5685000000001,993.716,995.421,2,2,NA,44559015.91478619,43551683.26557587,NA
M79T628_1_POS,79.25915734547823,79.25912910971974,79.25918558123672,627.8924999999999,627.882,627.903,2,2,1186396.6862919957,NA,1296871.066743725,NA
M79T628_2_POS,79.3706727212652,79.37059481280679,79.37070014002735,627.882,627.813,627.903,3,3,274345.5058292963,NA,473652.3961041621,408894.6191894527
M79T883_POS,79.48253701005063,79.48249908522713,79.48258519280664,882.5875,882.522,882.651,4,4,277416.78633154306,234657.58312207216,306639.0979871971,252369.3205126975
M79T662_POS,79.48315443540893,79.4831361061398,79.48317896823164,661.99,661.951,662.01,3,3,NA,352613.74941796326,554035.7945615303,494114.50688542234
M79T849_POS,79.48259924818834,79.48257144646415,79.48262704991254,849.3040000000001,849.234,849.374,2,2,106171.05727851613,113543.47235312517,NA,NA
M79T865_POS,79.48885988368676,79.48883407070689,79.48886574891021,865.135,862.651,867.522,3,3,212570.16082763672,NA,170772.81383370407,282176.91556747
M80T62_POS,79.51987811600415,79.51985770383072,79.51988740838596,61.93755,61.3948,62.0438,4,4,30045492.017607436,34996806.467645824,47455913.35602886,34369449.4005664
M80T72_POS,80.04985985193272,80.04984588155966,80.04987382230577,71.6135,71.5116,71.7154,2,2,NA,NA,90538568.36480927,118267913.54462495
M80T681_POS,80.29098813125347,80.29095256724683,80.2909998810292,680.631,680.249,681.099,4,4,441559.59040546964,423267.8053652296,461066.8629159123,378020.6729052767
