peak.name,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,QC,QC_01,QC_02,QC_03,QC_04
M177T1048_POS,176.9713653070581,176.97128292964464,176.9716749299617,1047.89,1045.26,1052.23,3,3,8576365.170208301,10917117.550138937,32939381.037954483,NA
M177T1021_POS,176.97139946990202,176.9713622007851,176.971735754421,1021.28,1012.22,1024.03,3,3,7244404.111666677,11236032.844522092,13854050.588051448,NA
M177T1073_POS,176.97139008930424,176.9713368298474,176.97144334876108,1073.415,1068.46,1078.37,2,2,6935902.714687538,9390469.535416666,NA,NA
M177T399_POS,177.04777526099377,177.0477144256497,177.04780066955746,398.8835,398.455,399.413,4,4,8374291.970346583,9131627.564718764,8653455.474662503,8609874.126491455
M177T948_POS,177.05424691063547,177.05420403184155,177.05433955316863,948.188,947.411,950.764,4,4,2421229.8843333377,2752314.486960569,2432174.016937497,1985496.7252656203
M177T80_POS,177.05428405882938,177.05417688312792,177.05439123453084,79.60455,77.4816,81.7275,2,2,NA,NA,4718351.115450749,2786479.9400808346
M177T803_POS,177.09068004469236,177.09061334133517,177.09070598526822,803.307,803.265,803.377,4,4,1815314.18816929,1693618.1470000257,1871813.8246093837,1758708.3760312493
M177T856_POS,177.12702820293953,177.12699151092855,177.12704283615355,855.54,855.173,855.962,4,4,2585151.2167528556,2284458.4685000214,2298745.4114750023,2676439.5146121993
M177T882_POS,177.12697328534395,177.12693722119687,177.12701430734637,882.1665,881.69,882.651,4,4,1279548.0058984328,1164581.2374147745,1357010.2669730135,1133079.228685874
M177T828_POS,177.1633416905184,177.16327185201007,177.1633816243147,827.681,827.571,827.759,4,4,2723664.3945076116,2838344.3751484402,2822040.7219542945,3011671.5772158224
M177T808_POS,177.16338807693265,177.1632975864082,177.163409339148,807.973,807.445,808.372,4,4,1600164.3328330112,1526203.7863769531,1531803.6818035692,1677189.5280562607
M177T455_POS,177.45936580927057,177.4588794231143,177.46019457363164,455.439,455.433,455.596,3,3,1455901.464658589,2806667.34205078,NA,4068765.129134118
M178T81_POS,177.53352825737238,177.53350803673442,177.5336182203835,81.1837,80.8232,81.7042,4,4,3526852.9168449524,3578878.6268496523,2704300.5102803865,4040264.401677929
M178T365_POS,177.54039058414997,177.54037976429794,177.5406088162613,365.425,365.289,365.56,3,3,185036.13952656274,213201.437594531,197361.85022656064,NA
M178T455_1_POS,177.78961267215118,177.78959520593227,177.79041381167818,455.439,455.433,455.596,3,3,3659446.614103063,4210377.710975005,NA,6147613.823409931
M178T455_2_POS,178.03489107902044,178.0348202282638,178.03492430779437,455.4855,455.433,455.596,4,4,1805307706.6244998,1801744078.677682,1859591971.2074037,1862699937.5662677
M178T72_POS,178.0349455999736,178.03489140924364,178.03495673014228,71.6241,70.9507,86.5171,5,4,18815842.361894924,19958747.727860525,20637449.882252794,21082980.04304722
M178T126_POS,178.04953366526476,178.04929768069954,178.04961909669336,126.2935,126.09,126.327,4,4,10781674.0294807,9467071.281141823,8561034.97933752,9520657.455379792
M178T326_POS,178.08574399070702,178.08565199953986,178.08607779501452,326.1535,325.685,326.745,4,4,4139313.910056826,3389440.2993660606,3109787.4211249906,2968430.2978749704
M178T134_POS,178.08907261520528,178.08896659043,178.0893839478582,134.4665,134.082,135.051,4,4,5906109.223624996,6605008.776749998,6356070.036642858,6037058.516450883
M178T933_POS,178.12213214025797,178.1221076200751,178.12221514602905,932.591,931.82,933.371,4,4,2049889.4259583247,2237326.217124995,1963657.7959652666,1836085.5668194264
M178T97_POS,178.12565044974792,178.12562882831253,178.12567207118335,96.77475,96.771,96.7785,2,2,4913096.965760411,NA,4135545.170157502,NA
M178T455_3_POS,178.27843740861516,178.27766068114386,178.27890705158066,455.439,455.433,455.532,3,3,3272990.633487928,NA,5026654.986675009,6742124.131047798
M179T366_POS,178.5407634253574,178.54063092927473,178.5408427456719,365.5345,365.289,366.395,4,4,300377.1278320305,271731.98556510534,294681.46469921793,275065.21293164237
M179T457_POS,178.6124598959367,178.61169382831403,178.61322596355936,457.152,456.308,457.996,2,2,NA,457091.890418754,2211929.2541223946,NA
M179T940_POS,178.99013897104737,178.99010208888734,178.99028529332492,939.801,939.212,940.66,4,4,13413214.26515629,14459953.464994911,12225720.003736816,15196227.426258083
M179T455_POS,179.03817751459053,179.03811914903682,179.03821617194018,455.4855,455.433,455.596,4,4,103528680.08611219,101657478.66352612,104714404.59246093,106737793.21276613
M179T73_POS,179.0547440739404,179.0545340283995,179.05481287776016,73.143,72.9449,73.1889,4,4,7673716.750012502,8314088.765929829,7582123.405359026,7694265.576595945
M179T261_POS,179.0732660519496,179.07307903480742,179.07345306909176,260.6775,260.212,261.143,2,2,NA,NA,1232521.398687497,1070109.5677999996
M179T916_POS,179.0632900976299,179.0632576785202,179.06332251673962,916.364,913.361,919.367,2,2,245086.64423014116,143172.2339726556,NA,NA
M179T627_POS,179.10633537318677,179.1061446375037,179.10639801210428,627.0525,626.169,627.126,4,4,18080397.56744418,19144004.33959378,19674965.705307312,20309499.768281266
M179T720_POS,179.10629060950535,179.10611364838007,179.10637494893004,720.0755,720.032,720.221,4,4,13901480.434597628,14655606.530524634,13169628.9668351,13780323.66230463
M179T564_POS,179.10642570580507,179.10638890348721,179.10645825827388,563.88,563.822,563.977,4,4,8980992.353018092,9090074.839766623,10134039.270820307,8872082.802284418
M179T257_POS,179.10955264085737,179.10933166308368,179.10974814107288,256.5915,255.796,257.139,4,4,2978223.1826785794,3014268.249263399,2888288.3599866037,3159964.338781255
M179T860_POS,179.10628634831184,179.10615369374966,179.10641900287402,860.0775,860.076,860.079,2,2,NA,951519.0055781313,842068.1851892369,NA
M179T797_POS,179.14274757771983,179.14264284445287,179.14280909395916,796.658,796.55,797.472,4,4,5738499.440624985,4826937.151599966,4885789.30036364,5649003.569584395
M179T926_POS,179.1426477662642,179.1423364053367,179.14284190603976,925.528,925.203,925.892,4,4,2887796.365659366,2661558.449840192,2635734.8963880306,2447189.3014623756
M180T455_POS,180.03071422871523,180.0306763831482,180.03077781637714,455.4855,455.433,455.596,4,4,143281406.09741873,140087158.77381805,141833349.75533324,150221588.20515898
M180T937_POS,180.04387631822271,180.0438552321303,180.0439315109111,936.7065,936.309,937.067,4,4,6728886.838781241,8371692.266504743,6581526.896402367,7361321.116760487
M180T109_POS,180.06512382727817,180.06506449788668,180.06517469655444,108.7385,108.711,109.241,4,4,43162755.148944795,36727167.61111111,96219018.51105885,53659662.24348864
M180T415_POS,180.06508814199086,180.06504524616187,180.06513103781984,415.1155,415.113,415.118,2,2,NA,54000013.26709944,NA,63056865.71911204
M180T135_POS,180.06511145601064,180.0650734187284,180.06514949329292,135.277,134.726,135.828,2,2,NA,29330545.84499999,NA,19094059.512274977
M180T157_POS,180.06515605832664,180.06512140299554,180.06519071365773,156.63600000000002,155.705,157.567,2,2,NA,20742763.731529433,NA,20836236.61163235
M180T174_POS,180.06509712253285,180.06505439430654,180.06513985075915,174.04899999999998,172.934,175.164,2,2,NA,23545166.86924342,NA,24900317.226562522
M180T339_POS,180.06511094578673,180.0650710157284,180.06515087584503,338.72400000000005,337.478,339.97,2,2,NA,26795080.428687543,NA,22396166.13032665
M180T260_POS,180.06512919558403,180.0650841337846,180.06517425738346,259.89099999999996,257.048,262.734,2,2,NA,33300585.447151847,NA,45827167.1434968
M180T360_POS,180.0650746404184,180.0650339408194,180.06511534001737,360.2325,357.374,363.091,2,2,NA,25107997.59534379,NA,17414471.995868064
M180T924_POS,180.14587286590063,180.14583226255877,180.14598046583876,924.376,924.371,925.847,3,3,340173.0477239532,310333.8462109398,NA,196419.05397187622
M181T80_POS,180.89409334250135,180.8940569371186,180.89409878435018,80.1525,80.0529,80.946,3,3,769505.033770781,877232.1798344093,805459.3167585935,NA
M181T937_POS,181.01407045902351,181.0140425594155,181.01409084169433,936.7065,936.309,937.067,4,4,59083543.130214356,59485741.61725621,60158678.759090856,59697050.85003099
M181T455_POS,181.0338048366471,181.03378220355967,181.03420044988644,455.48249999999996,454.614,455.596,4,4,7371882.658409723,6775356.400312502,7407692.974413182,7109630.803736109
M181T109_POS,181.02566851096464,181.02564147695108,181.02569554497816,108.97749999999999,108.714,109.241,2,2,NA,NA,1915743.009749998,2525302.976406249
M181T757_POS,181.121923545651,181.12189259750963,181.12199986210888,757.313,756.66,757.424,4,4,7020050.324912523,7100742.942826088,9087307.047062479,10232705.156815259
M181T703_POS,181.12189059538395,181.12173663645495,181.1220335980828,703.2655,703.086,704.024,4,4,93619389.73877196,93285963.34910133,96324425.63535836,91965940.4892017
M181T788_POS,181.1218574565471,181.12165720034588,181.12201035458844,788.2090000000001,788.133,788.294,4,4,16645340.26845064,19734193.415150024,22202798.449968163,16348469.334350761
M182T680_POS,181.5938647058939,181.59357707285534,181.5939015532575,680.2495,680.178,680.26,4,4,323252.85495089355,307961.3756545738,403938.33740345977,329596.54486384103
M182T65_POS,181.96137345358676,181.9613134194007,181.96138422252574,64.83185,64.7055,64.8913,4,4,19984307.42434499,19366169.484674953,18277504.239824988,19166266.520594966
M182T936_POS,181.9877804688585,181.98753379156798,181.9879378474026,935.9475,935.58,936.346,4,4,59310510.675643116,57868742.85598836,54146920.123697914,59125318.32603495
M182T736_POS,182.00893649244847,182.00869878610405,182.00898229008263,736.1385,735.656,736.637,4,4,461184.182026692,473721.4711223924,511433.9837812488,480819.9564257847
M182T69_POS,182.0300392159897,182.02996443296541,182.03008252025924,69.3756,69.2493,69.4185,4,4,4554729.715812505,4858765.622039914,4425441.305745627,4677312.277149435
M182T455_POS,182.02640215317894,182.02622183720223,182.02646344213275,454.6605,454.614,454.78,4,4,2536093.458631945,2217357.8802343598,2252894.781875014,2291611.4174531163
M182T207_POS,182.0604715242614,182.06042084397137,182.0606517901207,206.56900000000002,206.015,206.939,4,4,74091488.5664584,77732086.19549824,71088522.90766141,70224399.01879561
M182T929_POS,182.0605601360121,182.06037966284038,182.0609551560447,928.837,927.676,929.207,4,4,383363.70054403273,664118.0296795961,457620.9019176104,767582.7449000408
M182T318_POS,182.0632213563888,182.06311347350902,182.06337279794232,318.387,318.118,318.536,4,4,1323447.549433036,1104081.8871696447,1116364.883864585,1572870.2951328156
M182T75_POS,182.08082822078632,182.08077653208176,182.08083858633054,75.39915,75.2467,75.5449,4,4,11021752.470503908,10044138.336450001,11426102.216699407,11619957.005247306
M182T98_POS,182.0808168465315,182.08073486120026,182.08083797807106,97.50595,97.2049,97.5788,4,4,45593775.49138583,44416110.02624711,44711415.25681628,45797491.60404409
M182T180_POS,182.08083934834383,182.08081590039075,182.0808627962969,180.22699999999998,180.128,180.326,2,2,2972545.5009226943,NA,7216195.443688729,NA
M182T153_POS,182.08087775737536,182.08087181829094,182.08087994868762,153.47,150.307,164.117,3,2,4250345.621056492,NA,2572045.4596268376,NA
M182T135_POS,182.08081216308295,182.08079211591803,182.08083221024785,134.95100000000002,131.002,138.9,2,2,2712360.7797099603,NA,3433615.9118824555,NA
M182T703_POS,182.12518715406532,182.12514681035697,182.12544330056937,703.232,703.086,703.277,4,4,9989858.33425777,10295809.526720889,10500716.731896782,10190454.704150392
M182T955_POS,182.49214252027355,182.49212291890709,182.49216212163998,954.995,954.707,955.283,2,2,524295.3147829855,NA,443297.11012662714,NA
M183T402_POS,182.5565269411204,182.55648278684194,182.55655896963532,402.144,401.846,402.525,4,4,781283.954226563,757284.4634003941,630012.3432502816,708526.9084700475
M183T934_POS,182.98105912498875,182.97715631940017,182.98480029291738,933.8499999999999,923.386,939.064,8,4,224942361.78848928,1948552.4168608137,207143773.5133954,151667028.48626995
M183T897_POS,182.9772259341387,182.9771257284428,182.97752690908493,896.839,895.846,899.318,3,3,2952128.2167394008,1628965.0679250988,NA,2885603.0137282945
M183T75_POS,183.0047393222594,183.00473499247232,183.00477036765147,74.714,74.6926,75.3354,3,3,4944547.938973743,5075700.063043756,4442222.602755002,NA
M183T445_POS,183.06461172461988,183.06457313187818,183.0650862843282,444.779,444.036,445.747,4,4,5470358.137968766,6762651.200539034,4647126.999824996,5724601.826625004
M183T206_POS,183.06434046391985,183.0640616750179,183.06447433468165,206.1615,205.183,206.939,4,4,7440697.65700002,4972532.919083336,6050350.626601549,5891748.997589276
M183T743_POS,183.07988731981757,183.07986580147485,183.0802180496841,743.139,743.134,743.266,3,3,15812549.110549979,11466244.613450015,NA,13154171.665114572
M184T76_POS,183.50635855552696,183.50625084551285,183.50639177806204,76.12745,75.3354,76.3003,4,4,908322.401233073,802423.7639778643,533551.0544927733,924420.3101057521
M184T69_POS,184.00254348381367,184.0024899276154,184.0025822301157,68.5837,68.4551,68.6396,4,4,54845249.94402964,57855557.82666832,49198250.27612501,57465733.716865376
M184T936_POS,184.00249360618193,184.00246351735103,184.00257244104537,935.9475,935.58,936.346,4,4,21281516.76876899,40892723.79365385,42850498.08455612,46117456.08318341
M184T126_POS,184.01887442759607,184.0188081529667,184.0190426061965,126.2935,126.09,126.327,4,4,35348735.44327346,36213318.129283994,37088920.076131076,40185849.88391631
M184T931_POS,184.0190105636231,184.01871800354553,184.01907977923804,930.9235,930.171,931.697,4,4,108958.51914843678,235565.08813964864,225815.48804036502,343664.9707499989
M184T206_POS,184.05642366339822,184.05636226538599,184.05648439244982,206.47449999999998,205.389,206.939,4,4,2823880.359850001,3001034.781093744,2688935.829912495,2784662.696146871
M184T98_POS,184.06013356102784,184.06010529041086,184.0601618316448,98.1217,97.9801,98.2633,2,2,NA,1132100.3221669644,NA,950937.4989007817
M184T85_POS,184.0729268612228,184.07286414998399,184.07294629793748,84.52430000000001,83.7955,85.6251,4,4,6267715.340027271,5360213.518066664,6306936.257617061,6542802.84345651
M184T743_POS,184.08351936477916,184.0834238646369,184.08361486492143,743.2,743.134,743.266,2,2,2234263.5984374983,1424625.2590078097,NA,NA
M184T264_POS,184.1150537501951,184.11499066533807,184.1150746644319,263.6985,263.401,265.102,4,4,4864694.080696422,4717560.696894521,5065273.507616671,5332557.062636733
M184T554_POS,184.1149485616225,184.11485746287187,184.11499764957978,554.317,553.842,554.837,4,4,1123677.8879179682,1262044.5643880246,1017497.3259441812,1280055.9816770686
M184T944_POS,184.48499964758537,184.48493884874642,184.4850604464243,944.4175,939.763,949.072,2,2,215686.141270833,NA,683339.6678828172,NA
M185T927_POS,184.88859227320842,184.88851368105517,184.8886565890393,927.1925,926.029,927.557,4,4,2462096.7576089203,2331977.380927092,2796756.38777902,2690349.2350892234
M185T936_POS,184.98518672486446,184.98514313139307,184.98522443642435,936.3715,936.276,937.067,4,4,177521018.50066605,181077588.58962962,174705382.79392406,181572445.3272374
M185T776_POS,184.98520981434677,184.98520299054434,184.9852166381492,776.2075,775.722,776.693,2,2,8192375.756124997,5823827.455218762,NA,NA
M185T856_POS,184.98523437303143,184.98523347985383,184.98523526620903,855.9525,855.906,855.999,2,2,41105390.22066306,40164538.45528418,NA,NA
M185T825_POS,184.98521255870745,184.98518926733635,184.98523585007854,824.739,823.576,825.902,2,2,12598028.01556115,12428758.446051108,NA,NA
M185T62_POS,185.02295147683003,185.02288605827638,185.0230378365357,61.93755,61.3948,62.0438,4,4,39038011.821460105,41838172.20803992,66272516.03186664,45333148.90944011
M186T850_POS,185.6143808819328,185.61433995477745,185.6146968960061,849.721,849.358,850.206,4,4,1943303.2086425773,2160037.0327509753,1877137.2180996072,1464704.5938706587
M186T927_POS,185.88864052000318,185.8885315593772,185.88871232785303,926.864,920.85,929.983,5,4,173376.5527375917,139295.7057690431,263991.5753765396,283169.9336366617
M186T936_POS,185.9884413513942,185.98841304118196,185.98846588115302,936.309,936.276,937.067,3,3,7398991.746045422,4805078.429941395,6183236.658912509,NA
M186T66_POS,186.03532758668473,186.03530410732327,186.03543906435993,65.97739999999999,65.6596,66.4095,4,4,1672680.6995218762,1611383.6546145843,2068879.6695937512,1902686.4206624995
M186T930_POS,186.11774246931884,186.11745546860018,186.1178356395467,930.0125,928.508,930.197,4,4,613763.8786811101,520864.5741406293,708122.3782784571,777040.2475528803
M186T748_POS,186.18471396679493,186.18465971625218,186.1848291471448,747.8199999999999,747.394,748.348,4,4,1114839.6901171943,1006950.2274218654,1147200.9998308741,976255.5927347016
M186T698_POS,186.2211086233115,186.22107640383035,186.22143878215405,697.611,697.457,697.654,4,4,51945621.03225388,50732840.10200972,49992991.054615356,48427215.33650336
M187T850_POS,186.6130953631142,186.61297265394467,186.61321807228376,849.7215,849.375,850.068,2,2,NA,180404.39280937298,262604.76288281707,NA
M187T990_POS,186.95571260137257,186.95568619788554,186.95574389837245,990.193,986.468,995.593,4,4,69575104.26043142,55993323.32645774,54334802.39213541,77121038.78646752
M187T1073_POS,186.95568387295353,186.9556242471005,186.95576227767407,1073.39,1066.68,1074.39,3,3,15367561.901051246,NA,17843756.741015688,19826006.82988623
M187T1053_POS,186.9557435286355,186.95568781751007,186.95577597578438,1053.31,1046.09,1061.19,4,4,14157020.420920953,35286973.192203954,28070036.004426926,12452759.96562495
M187T1033_POS,186.95570759607958,186.9556938481162,186.95572134404296,1032.53,1031.57,1033.49,2,2,NA,18379189.731414236,17037828.96642853,NA
M187T937_POS,186.98054779604792,186.98051258817694,186.98057610657114,936.7065,936.309,937.067,4,4,70684561.83596809,67065887.62579096,64586299.08658623,65398081.43350583
M187T66_POS,187.0302360276614,187.03000808406378,187.03026550011126,65.61905,65.4636,65.6878,4,4,1660714.4755937508,2151205.080701043,1812008.9078953105,2437061.4295374993
M187T577_1_POS,187.03938989436196,187.03933888819682,187.03940518044013,577.1765,577.13,577.268,4,4,8910315.9870594,9429652.008058377,10324830.786062524,11220701.199253684
M187T287_POS,187.07512150164865,187.07511205514263,187.0751309481547,286.8645,286.488,287.241,2,2,NA,609239.0754895844,NA,577802.0690249938
M187T713_POS,187.08609577976685,187.08603515307556,187.08624505350303,712.8254999999999,712.748,712.901,4,4,4659596.151421883,4877636.769083301,4855228.888978671,4405922.848771881
M187T409_POS,187.08610109885234,187.08609054798526,187.0861116497194,408.83299999999997,407.671,409.995,2,2,NA,NA,26646801.844840102,23492686.584416658
M187T882_POS,187.11144299679452,187.11123038113294,187.11155879266562,882.1695,881.811,882.525,4,4,724012.5802650681,745830.9885507774,719828.7142903679,521056.7109031246
M187T794_POS,187.11139021311988,187.11131008306623,187.1114703431735,794.4965,794.045,794.948,2,2,NA,555820.2311484304,676867.7637812452,NA
M187T700_POS,187.11146547421214,187.11144170809624,187.111489240328,699.6659999999999,699.284,700.048,2,2,1119834.9341191386,1105008.480911138,NA,NA
M187T731_POS,187.1112766999509,187.11110586208864,187.11144753781315,731.201,730.819,731.583,2,2,615274.9753392849,NA,NA,731066.5004531274
M187T706_POS,187.13239013913005,187.1322852509824,187.13252723053742,705.5465,705.444,706.404,4,4,3022794.34056406,2972456.6369499885,2599895.1267109048,2486428.7651464986
M187T739_POS,187.13247534941652,187.13226433855223,187.1326625247636,739.0025,738.913,739.106,4,4,4670930.102583982,4583218.760195923,4633966.508840928,4340808.789255844
M187T725_POS,187.14774349428157,187.14754550372044,187.147868668404,725.017,724.975,725.051,3,3,1108394.5823176994,1232701.577083342,NA,1391332.047471329
M187T697_POS,187.22458129134998,187.22453411529463,187.22462191131675,696.7825,696.632,696.815,4,4,6087115.365050347,5444964.977343711,6630311.51828911,5289611.111589481
M187T577_2_POS,187.4218434618176,187.42151133345442,187.42259323933152,577.13,576.298,578.05,3,3,139299.91514687586,NA,486685.6648769501,377666.6473175817
M187T974_POS,187.4715603250593,187.47146774729154,187.47165290282706,973.7995,973.025,974.574,2,2,1775837.765186089,1898373.5248798777,NA,NA
M188T779_POS,187.57361787165382,187.57357836474208,187.57401211762772,779.193,779.036,779.932,3,3,898421.6853515666,2034884.4421316923,NA,731975.5377148426
M188T577_1_POS,187.78070732242338,187.78004774624694,187.78094234333201,577.1755,576.298,577.268,4,4,454292.67489583074,608927.9974742832,575529.8717109408,487207.5370948679
M188T936_POS,187.98228716197855,187.98044105770737,187.98413326624976,936.3520000000001,935.58,937.124,2,2,2220068.2800729303,NA,NA,1761982.0998437665
M188T577_2_POS,188.0465546958802,188.04653729456044,188.04659726843633,577.1765,577.13,577.268,4,4,296466854.5195874,301554048.380406,307314503.4891425,303710708.6673345
M188T926_POS,188.04683454674978,188.04665095831217,188.04712971968445,925.528,925.203,925.892,4,4,2479675.079179666,1991798.9394863346,1666347.366207024,1770078.4957265824
M188T97_POS,188.06620878842728,188.06611677653876,188.06624385364955,96.77475,96.7019,97.2049,4,4,12704957.01581784,11616451.644105218,11370116.919085715,12690844.948123224
M188T221_POS,188.07010385261702,188.0699492827096,188.0703996430331,221.14350000000002,220.539,222.263,4,4,100306381.23835996,103229741.57906254,102421111.71846981,108403329.63430242
M188T440_POS,188.10999544844373,188.10972350239732,188.11016127596673,439.8565,439.793,439.96,4,4,39589617.64438481,40043633.30376927,39078093.73032428,43207235.37309375
M188T64_POS,188.17529134810934,188.17523061260374,188.17551734689022,63.74365,63.3058,64.1729,4,4,11547988.376616076,12457666.958180197,11774030.07649553,14837085.27516406
M188T590_POS,188.20058697099057,188.2004991043481,188.20069316179237,589.6435,589.607,589.724,4,4,656620.0669187495,655754.0990124905,624375.2446421948,858187.6542890628
M188T578_POS,188.3113999169581,188.31046618371667,188.31171284866758,577.5899999999999,577.132,579.752,4,4,512187.07369628444,206770.16258789226,745270.2007750043,584857.5516048204
M189T949_POS,188.5113934188604,188.51133765756276,188.51153660004692,949.4385,946.703,954.541,6,4,202757.3411144533,560664.7279492194,486833.505821872,726545.4974121056
M189T780_POS,188.5739899748068,188.5738769537697,188.57402797236193,779.8845,779.193,779.932,4,4,700412.5168457064,584648.7121041665,709994.8044384811,846942.7673437493
M189T803_POS,188.57400791269652,188.57394094286659,188.57407488252645,803.3389999999999,803.301,803.377,2,2,193701.48118815362,NA,NA,136119.7995937491
M189T577_1_POS,188.67394242931329,188.67230747433348,188.67411095799338,577.2,577.13,578.05,4,4,170346.48475234112,448481.3733484335,191446.96351562394,509795.5855989029
M189T65_POS,188.91110340149092,188.91099309500828,188.91123927578093,65.22745,64.7055,65.6878,4,4,3302271.068400599,2357271.7678406266,2645230.1021453105,2613498.701059372
M189T937_POS,188.97810250084274,188.97807109313692,188.97811719814095,936.7065,936.309,937.067,4,4,7809993.214439438,8942554.963044282,8785202.93691801,8310578.321457978
M189T455_POS,189.0195758395909,189.01949623475448,189.0196298831734,454.704,454.614,454.78,3,3,NA,1449502.007484366,906747.3674999991,948277.2530000038
M189T399_POS,189.04778712887077,189.0477529508826,189.04785602838845,398.8835,398.455,399.413,4,4,5584276.160480453,6488847.918083342,5765134.899535156,6128702.791141834
M189T577_2_POS,189.05021054573479,189.05013015227496,189.05025458234613,577.1765,577.13,577.268,4,4,21672333.285609327,22577856.822354164,23096022.206742264,23418500.33162205
M189T255_POS,189.04778850244207,189.04772353310327,189.04782563717188,254.71550000000002,253.741,254.963,4,4,14928544.885735681,16542160.732037494,15593411.156385422,16793084.490909394
M189T76_POS,189.03910965951457,189.03895320989395,189.0392073480185,76.12745,75.3354,76.3003,4,4,28825199.09897426,24195990.865151636,23533811.11728646,29716949.08166015
M189T94_POS,189.03909064853337,189.03904984538914,189.03913145167758,94.09955,93.7389,94.4602,2,2,NA,9320837.711625,7847325.3454709565,NA
M189T925_POS,189.0502109677079,189.05020795261777,189.05021398279803,924.6959999999999,924.376,925.016,2,2,139024.3124156252,181682.59768203358,NA,NA
M189T741_POS,189.05418524712928,189.0539550457712,189.0544234027767,741.495,741.418,741.595,4,4,15140860.046457674,14796378.404947918,14394557.21954463,13705816.043715615
M189T221_POS,189.0736121146007,189.07357873427378,189.07366631318985,221.14350000000002,220.539,222.263,4,4,11124932.055648454,11386737.288478116,11666202.958736409,11704131.129511718
M189T563_POS,189.09074480720818,189.09036473510875,189.09089411156464,563.0465,562.993,563.146,4,4,2667657.3466875553,2710603.8759218487,2671287.3147604135,2634975.955218772
M189T439_POS,189.11315812751374,189.11312227752305,189.1132108636435,439.0985,438.958,439.804,4,4,3298388.936425779,3150242.6757065943,3248684.5612851614,3517554.3834429667
M189T100_POS,189.1230087098322,189.12296741403426,189.1230281579621,100.405,98.3343,100.733,3,3,1019268.799389974,NA,1828191.2743854197,895510.7550085954
M189T154_POS,189.1230098770813,189.12300012565936,189.12301962850327,154.2305,153.563,154.898,2,2,625802.5968500004,NA,NA,489335.57856249914
M189T353_POS,189.12687406600082,189.126755306898,189.12720854246473,352.63599999999997,352.366,353.017,4,4,3256678.841214417,2884151.9378481414,3423488.9139106893,3198759.0586875114
M189T710_POS,189.12703379451057,189.12677203238502,189.127194005384,709.5415,708.748,710.258,4,4,5009154.748837649,4852496.486557612,4779096.352221357,7777497.716614052
M189T506_POS,189.1268901519302,189.12674150054943,189.12717173314576,505.75,505.706,505.955,4,4,4611123.721196118,3905406.6445054696,3929487.1308500096,3571753.415564336
M189T414_POS,189.1269711375038,189.1267180211834,189.12727431261956,413.7355,413.436,414.136,4,4,9383830.250950893,6627118.620468757,7162537.000213082,7016289.36207324
M189T763_POS,189.12697740158129,189.12672827452414,189.12718468616205,762.717,762.307,763.263,4,4,11109551.260979377,9574485.816605078,10902810.525550788,10479863.895292971
M189T725_POS,189.1269190106354,189.12687063307663,189.12700976572208,725.051,725.017,725.065,3,3,3606292.611351279,2751073.3392534666,2588468.975773036,NA
M189T338_POS,189.12677915404515,189.12677586348914,189.1267824446012,338.13300000000004,337.958,338.308,2,2,2387661.481475691,2028439.0366337888,NA,NA
M189T64_POS,189.1594459636657,189.15939323653944,189.1595196914052,64.09505,64.0087,64.1729,4,4,25583328.576748144,26818068.19327788,24983487.310512483,24271985.10014906
M190T680_POS,189.5825439530713,189.58244249501357,189.5826047540509,680.2495,680.178,680.26,4,4,1765504.9184336024,1678369.9275652964,1548299.9203051752,1693377.895807812
M190T65_POS,190.0017818215279,190.0017185840835,190.0018554562014,64.83185,64.7055,64.8913,4,4,4619528.9868656285,4585615.9148285175,4993100.363620317,5549597.106624994
M190T75_POS,190.01231246051628,190.01224322291364,190.0123196862628,75.39915,75.2467,75.5449,4,4,3030369.684222657,2765654.7383851544,2531509.0497229164,2636306.281305529
M190T838_POS,190.04948479318307,190.04940560819404,190.04953793200508,838.462,837.704,838.553,4,4,16656590.197330935,14248060.70792307,13924720.455193084,14305665.372959163
M190T577_POS,190.04391544866002,190.0438286094488,190.04395712648264,577.1765,577.13,577.268,4,4,83348356.36399975,85509002.09636648,88369587.57504636,91105500.2260003
M190T925_POS,190.04390920523437,190.04375411321192,190.0439245204481,925.061,924.376,925.203,3,3,652348.053087501,NA,438612.2974625052,463735.0567135451
M190T255_POS,190.05529738467737,190.05514020183924,190.05550725712774,254.8665,253.741,257.048,4,4,3413003.7397760395,3143686.0281783026,2529501.1536432235,3744526.5075911516
M190T98_POS,190.07068504977923,190.07052822535178,190.07071341041598,97.5506,88.9178,97.9801,5,4,6486086.006874853,6672257.954258658,6015795.030059374,6581927.011602274
M190T109_POS,190.10678827745704,190.1067162188917,190.10710311951257,109.00200000000001,108.714,109.499,4,4,1433158.6247999987,1873326.1009218746,1967486.3176041679,1933002.127238281
M190T439_POS,190.10575700600836,190.10556321111358,190.10595080090314,439.014,438.958,439.07,2,2,1302886.6033500044,NA,NA,1423835.1131062547
M190T64_POS,190.16269997647908,190.16269545244992,190.16273274375632,64.1729,64.1346,64.7873,3,3,1473410.933336249,1708663.9696749959,1688118.0110999988,NA
M190T961_POS,190.47817635565116,190.47808022345777,190.47821205294832,960.882,950.664,965.872,5,4,1770336.5585379489,1960614.9871059754,2405961.5000648736,1658291.5800542762
M191T595_1_POS,190.87012519294296,190.86960605598014,190.87064432990582,594.6015,594.601,594.602,2,2,138186.04294687553,NA,NA,202707.25133594076
