peak.name,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,QC,QC_01,QC_02,QC_03,QC_04
M210T729_NEG,210.00522443507785,210.0051667569879,210.00528765302172,728.643,727.972,731.591,4,4,5471252.065321176,4217163.873528076,4315690.479724437,3862354.8211778114
M210T409_NEG,210.04812802956306,210.048042037332,210.04814017498038,409.141,407.402,418.494,3,3,408662.05242187454,NA,442931.23231427657,530452.2082926687
M210T71_NEG,210.06940969683637,210.06934143980777,210.06945040796418,70.93435,70.8609,70.9548,4,4,3714020.736601953,3662260.7596896053,3489320.2102003507,3552629.7042382737
M210T641_NEG,210.12134823533947,210.12112800701266,210.12136527625034,640.536,640.372,640.716,3,3,284046.99703125295,325471.5554203045,313004.30221484957,NA
M210T743_NEG,210.1212393703371,210.12115685895552,210.12132188171867,742.6624999999999,742.132,743.193,2,2,141401.61100000085,NA,124563.7981550796,NA
M211T69_NEG,210.9493308864097,210.94922656509488,210.9494492570564,69.35125,68.5873,69.401,4,4,3149545.012889582,2970179.050431643,3274792.939122188,3658752.2385328077
M211T103_NEG,210.98585179045,210.985756478614,210.985947102286,103.07,102.613,103.527,2,2,135108.20912500026,NA,NA,106089.07939999984
M211T340_NEG,211.02419880445171,211.02412792588348,211.02422893127826,340.147,340.105,340.334,4,4,2070837.4045957,2074422.640874996,1981840.2685150406,1805262.192924105
M211T182_NEG,211.0218330143797,211.02171228854857,211.02194564507408,182.302,181.868,182.697,4,4,1215791.822335935,1203839.6434723027,1295216.047914066,1253538.4822441405
M211T432_NEG,211.05794369292383,211.0576890417806,211.05809429545965,432.158,431.572,432.558,4,4,313757.53594866145,255057.29080729076,323369.30392466567,294784.65337025473
M211T195_NEG,211.05828787238568,211.05817638397062,211.05839936080073,194.671,194.253,195.089,2,2,79496.9896171875,NA,NA,102727.33996875014
M211T71_NEG,211.07033510844812,211.07019524388858,211.07053883301217,70.93435,70.8609,70.9548,4,4,660610.4551992168,427700.8961804693,596000.503621941,519528.5875020308
M211T699_NEG,211.1333030631743,211.13326546548018,211.13333850607884,698.5765,697.959,699.142,4,4,834106.7375488289,926892.0286557619,858442.551718751,772093.9137354895
M211T723_NEG,211.1332271669989,211.1331928125652,211.13331622754623,723.356,723.023,724.135,3,3,1293333.9830859422,1301146.9807709127,1364732.8027941145,NA
M212T937_NEG,211.91391850753683,211.91385371010415,211.91413779363978,937.49,936.442,938.442,4,4,1068966.5208410677,1182403.7475732374,990917.4121789803,1199875.1013757328
M212T69_NEG,211.9459541809711,211.94589172102704,211.9459649945602,68.94749999999999,68.5618,69.401,4,4,3775352.578973437,3279500.979517015,3816946.8895200007,3635798.5514109326
M212T949_NEG,211.99182325807251,211.99172941133332,211.9919171048117,949.4780000000001,948.923,950.033,2,2,161487.60583666808,NA,NA,207119.73695256756
M212T339_NEG,212.02748354188378,212.02738122955884,212.02758585420875,339.38800000000003,339.273,339.503,2,2,129529.76978190031,NA,112640.69557649727,NA
M212T139_NEG,212.05609646833915,212.05586788452666,212.05634408370227,139.42399999999998,125.814,140.532,4,3,212996.49372869325,NA,235678.56274288517,249135.23517187525
M212T364_NEG,212.08997369723826,212.08983569547314,212.09004360540314,364.374,364.223,365.019,4,4,380996.3925602699,329409.3218906254,379220.8172698986,393956.6085000014
M213T65_1_NEG,212.92046201812968,212.92041734453701,212.9207078196641,64.53025,64.4779,64.5515,4,4,3341536.348742183,3581073.93463151,3521738.8365600053,3219413.853437503
M213T950_NEG,212.97601620192793,212.9758715841143,212.9761377328741,949.892,948.795,951.75,4,4,1012136.1588210762,977946.3079697235,948000.7823558546,981197.8645678229
M213T100_NEG,212.98020177150016,212.97987900254935,212.98021535186632,100.272,99.4635,100.984,3,3,2005262.8757375015,1774075.4748137488,NA,1926376.9498476605
M213T930_NEG,213.00481984937747,213.00472957746587,213.00488223896946,930.1949999999999,930.002,930.397,4,4,10247669.70011512,10607423.768439334,9746274.411651367,12167532.698939666
M213T97_NEG,213.0010280117192,213.0009284886268,213.00110197093966,96.5549,96.1952,97.0137,4,4,3505201.2448538295,4467533.217603099,3516815.045095153,3387888.8918857817
M213T719_NEG,213.004809104917,213.00473854502664,213.0048726885858,719.082,718.039,720.82,4,4,12453332.084313557,8820863.492102524,7528020.876162423,8958548.655515186
M213T811_NEG,213.0047669556476,213.00472945486226,213.00483587894254,810.521,809.076,811.808,3,3,NA,3758336.978676212,11217284.140429683,9702612.345902335
M213T65_2_NEG,213.0489821271561,213.0489241819889,213.04899532359457,64.9297,64.5439,65.3462,4,4,7893902.295974989,7802718.987237494,7865035.343840099,7729405.597024995
M213T485_NEG,213.0762994987242,213.07622356136446,213.0763546786779,484.50149999999996,483.937,485.121,4,4,646138.6584889304,628947.9497291642,605916.0996187461,626113.1467500023
M213T505_NEG,213.1125988590801,213.1125429429859,213.11270159182655,504.9395,504.706,505.716,4,4,2178395.883437504,2348061.9594440623,2710891.137790243,3470485.3607224002
M213T590_NEG,213.11265495156113,213.11260846675205,213.11273805987543,590.178,589.725,590.564,4,4,1176636.9398953563,1364296.1223621648,1158179.5584547394,1044770.9579114607
M213T561_NEG,213.11266658497772,213.11252415519854,213.1128157796422,560.704,560.466,561.47,4,4,4492470.454292176,4291907.157392177,4503431.274003521,4850058.918180555
M214T92_NEG,213.8870661065456,213.886909344023,213.88710859900678,92.0998,91.304,92.8315,3,3,742352.8360513671,370732.6780221093,296283.16371171904,NA
M214T930_NEG,213.98893223339394,213.98883138729386,213.98912887133164,929.793,929.227,930.397,4,4,15454070.415592477,12615546.29230229,19995795.183036365,18658716.998470873
M214T827_NEG,213.98902918339002,213.98879514081858,213.98919213607,826.6195,815.139,828.171,4,4,22498252.60992491,22561724.929335643,23731625.585304514,11861629.798341779
M214T544_NEG,214.05067883050683,214.0506190600496,214.05077844333644,544.4835,543.832,544.84,4,4,1126945.9601777357,1195079.923114253,1137559.6916030627,1151493.761737503
M214T67_NEG,214.0480010935654,214.0478296079357,214.04803026186877,66.99775,66.1859,68.4985,4,4,496016.49070312525,1090682.8867103131,985193.2183842455,1003643.2745089072
M214T970_NEG,214.07264033352965,214.07241961214083,214.07286105491843,970.3895,968.624,972.155,2,2,NA,NA,199912.56694042988,224287.48156186356
M214T561_NEG,214.11619152372742,214.11612008287864,214.1162374720243,561.0345,560.466,561.638,4,4,424216.61970825144,452422.0098132343,460686.2494303406,447928.68280752
M214T529_NEG,214.14449861577327,214.14440759199104,214.14459467370455,529.45,528.982,529.87,4,4,516720.88296533324,461065.7489459144,466081.88914971444,462751.31275150477
M215T946_NEG,214.8796720797821,214.87962624756972,214.87971472827098,945.965,945.114,946.72,4,4,2633874.139280278,1325328.641262817,1173226.441003421,842441.34482452
M215T252_NEG,214.8794684827585,214.8791207392474,214.87967194605972,252.1995,250.494,252.923,4,4,470586.0656337902,262893.4688578135,575448.642315848,707099.2332788465
M215T397_NEG,214.87931604695194,214.8790785185905,214.8795535753134,397.4865,397.454,397.519,2,2,NA,287787.4407046863,NA,276162.03887343954
M215T100_NEG,214.92832883575494,214.9282407853876,214.92841885754686,100.2835,99.4819,100.984,4,4,5728933.977737491,4415735.673767576,3027256.8486927063,2046335.6641429733
M215T66_NEG,215.03219415362292,215.03214911877095,215.0322236319969,66.16525,66.1044,66.1859,4,4,20628289.180253565,19849950.65905603,19621158.543469954,19538131.2148077
M215T106_NEG,215.04184268950493,215.0418186974101,215.04187532697063,106.014,105.203,106.079,3,3,NA,1864910.7365000022,1771812.5074625025,1949691.2651250004
M215T627_NEG,215.12864980573897,215.12856903531645,215.1286957959686,626.8109999999999,626.229,627.419,4,4,1174033.4110781245,959566.7929476526,1098835.7110242285,1036898.0618249992
M215T308_NEG,215.13992281058682,215.139822933021,215.1399802282232,308.168,307.707,308.781,4,4,3605068.3253687466,3581998.0551732993,3937442.6375852455,3721661.641823509
M215T699_NEG,215.14358821788488,215.1434834254527,215.14375557379773,699.4200000000001,698.808,699.971,4,4,284219.85847500304,252635.9550703158,242221.93512187432,262388.4364375013
M215T742_NEG,215.16472030713993,215.16449271557366,215.16472714625405,742.2145,741.695,742.378,4,4,163499.73188411767,178582.85919514863,148131.36283593604,166289.33674479107
M216T983_NEG,215.86819974378713,215.86811726649623,215.86827207927487,982.554,979.942,985.419,4,4,5929875.884020246,2613561.70004737,6814750.1511649825,5078717.590785858
M216T128_NEG,215.86821945008975,215.86820787927695,215.86823102090256,127.8745,127.471,128.278,2,2,NA,520901.2444792351,NA,502048.3604141111
M216T1010_NEG,215.8681991249308,215.8681904249916,215.86820782487,1010.345,1007.59,1013.1,2,2,NA,2156664.1610795464,1501506.5875416596,NA
M216T947_NEG,215.86819764557754,215.86817439829593,215.86822089285917,946.7470000000001,946.72,946.774,2,2,244852.42844591153,198741.04041001535,NA,NA
M216T91_NEG,215.9361008100759,215.93606180367703,215.93613981647482,90.83595,90.3679,91.304,2,2,469561.5078398435,277635.16110112896,NA,NA
M216T181_NEG,215.97209772255752,215.9720858931636,215.97210955195143,181.4515,181.04,181.863,2,2,125812.90378580712,121853.38168359331,NA,NA
M216T66_NEG,216.03575749995898,216.0355203952975,216.03593497230278,66.1833,66.1044,66.1859,3,3,1072978.0378084804,NA,969615.3955447915,926855.7749773436
M216T115_NEG,216.05111249511904,216.05107552419224,216.05117921276445,115.447,100.272,122.581,6,4,5116241.867445879,5409133.963782693,2252666.8782242658,4715322.0138919465
M216T432_NEG,216.06612636880809,216.06609341148138,216.0662140883423,431.6845,430.735,431.835,4,4,1308145.2247970528,1328427.0567968718,1174133.5326964294,1346778.0349643587
M216T545_NEG,216.06616054428937,216.06607786387198,216.0662254500237,544.817,543.832,545.006,4,4,964035.4624708843,1034988.869311521,932535.2364017491,1038212.1404750079
M216T365_NEG,216.0872707041364,216.0871755546286,216.0873119084914,365.0915,365.019,365.278,4,4,3095933.560035767,2989849.2339433585,3193287.8139784085,3180971.8011802468
M216T626_NEG,216.1316466724129,216.13155605580317,216.13170711873107,626.229,625.563,626.4,3,3,NA,96751.83711621222,96218.36498437537,86507.26558789116
M216T308_NEG,216.1429643638938,216.1428732064312,216.14302903272917,307.7555,307.707,308.781,4,4,342258.8151266717,357744.71707924263,373022.1774191895,339989.7006294638
M217T929_NEG,216.85343679343333,216.85329452766894,216.8536109878096,929.385,929.214,929.617,4,4,2142367.552231443,2621189.8451355733,2740289.544011072,2913213.5859807683
M217T81_NEG,216.90903244643,216.90896191393094,216.9090948142039,80.56025,79.7824,80.6215,4,4,57955392.05920827,59581761.25507069,57519970.0031522,61353259.36297185
M217T116_NEG,216.90902839477965,216.90895971067582,216.9090854843192,115.916,108.539,122.581,5,4,11759037.30191346,17300400.9245625,10004013.947139714,17125947.34319712
M217T226_NEG,216.90904924512805,216.90902988113854,216.90906860911755,226.4515,225.667,227.236,2,2,NA,2810747.993309311,2965092.8552806107,NA
M217T930_NEG,216.99989599693976,216.9998251920598,216.9999411869574,930.2015,929.214,931.979,4,4,1688322.4146941954,1685851.0041341055,1746965.3227712505,1924864.130866819
M217T99_NEG,217.01584254810842,217.01566362190772,217.0159906564541,99.4727,99.4446,100.144,4,4,1146868.241405566,1445325.928957367,1104499.5454981946,984282.0385900397
M217T408_NEG,217.01129294715412,217.01125132867594,217.01137277301825,407.5075,407.402,407.664,4,4,251236.34063150894,284669.15504036593,353368.93121679855,264459.6837281269
M217T157_NEG,217.01496603340553,217.01491976758822,217.01505400540384,156.7465,156.304,157.88,4,4,341971.98800781346,291655.60300446383,274707.7508708155,384602.3323699221
M217T67_NEG,217.0075197381164,217.0074828482563,217.00755662797647,67.36644999999999,67.0165,67.7164,2,2,2031562.6005117197,NA,3605554.9171265615,NA
M217T216_NEG,217.01143398687702,217.01139771405735,217.01147025969667,216.115,214.839,217.391,2,2,133323.43914453135,156816.36195452072,NA,NA
M217T66_NEG,217.02949959539177,217.0294765553947,217.02952263538882,65.72755000000001,65.3079,66.1472,2,2,4607197.572084369,4760619.437277339,NA,NA
M217T950_NEG,217.06139782786187,217.06135677514428,217.06145991029425,950.2725,947.551,958.878,4,4,1070023.0029838434,2034643.816735837,1079756.649722305,2353387.7088881955
M217T72_NEG,217.0825829329795,217.082514524658,217.082651341301,71.7354,71.7245,71.7463,2,2,NA,505768.1248364061,NA,588643.4392593745
M217T364_NEG,217.09093405542615,217.09091224638942,217.0909558644629,364.24350000000004,364.187,364.3,2,2,NA,232277.3192007792,226193.7605296873,NA
M217T137_NEG,217.11910302081117,217.11906022137686,217.11911039161808,136.524,135.746,137.241,3,3,179831.28732968852,NA,209456.65506575513,172051.13337500038
M218T982_NEG,217.86503617796595,217.86501620228438,217.86510245395132,982.1405,980.772,986.249,4,4,5456071.4846909465,2452323.2149687423,4163354.632068748,2742244.4280553395
M218T1074_NEG,217.8650544511033,217.86504901529338,217.86505988691323,1074.165,1072.24,1076.09,2,2,NA,450788.1085269326,628912.9671310794,NA
M218T61_NEG,217.96125637471619,217.96123317183995,217.96144274807776,61.3323,61.3231,62.1755,3,3,562924.1834841799,579805.2862324227,706627.8799042972,NA
M218T77_NEG,217.9914578164857,217.99130285766913,217.99163384997343,76.936,76.5003,77.3441,4,4,39758663.624403946,35844310.67830935,41891878.62132345,40925820.11197542
M218T105_NEG,217.99146481717963,217.99133266852436,217.99159696583493,105.136,105.069,105.203,2,2,1248457.3192523427,1755189.9164267583,NA,NA
M218T930_NEG,218.01036261696797,218.0102312430157,218.0106995187253,930.043,918.706,930.397,5,4,1250788.0172109324,878339.3688070381,849701.6986171867,867494.9035798704
M218T749_NEG,218.01056989730063,218.01025128978378,218.01069282952335,748.597,748.136,749.828,4,4,2324989.1756132194,1836260.2648337514,2485345.584441127,2459197.155984241
M218T66_NEG,218.03345152203886,218.03330798174798,218.03359506232974,65.74235,65.3803,66.1044,2,2,279100.788618984,NA,NA,322864.70593828184
