variable_id,mz,rt,QC_01,QC_02,QC_03,QC_04
M415T377_NEG,415.1248511104575,376.73400000000004,182364.19365122716,170135.02317150903,206403.11416308585,151735.4955944013
M415T665_NEG,415.1350730481567,664.7415,NA,198938.0539414028,NA,164145.9157854827
M415T64_NEG,415.1455296770123,64.0965,734448.364828124,642149.9556705729,698881.6098453134,720060.2351078134
M415T210_NEG,415.14350941293725,209.94850000000002,102184.91362343762,100164.26479703777,102292.76702503534,77904.45162060537
M415T383_NEG,415.16432807841704,383.3725,484853.0759219714,407661.23508984526,391999.297040459,369626.0740541981
M415T112_NEG,415.1642341912584,111.83,144476.76597123593,134736.7279468753,119648.26720976549,115874.04672363281
M415T470_NEG,415.1973594210263,469.9255,5584073.967850288,5567155.270675779,5651357.56052137,5591562.325207046
M415T649_NEG,415.1975152217269,648.9725,1093341.7087753036,1341974.5191584432,1210958.121764351,1083742.0192191075
M415T527_NEG,415.19759835187216,527.3389999999999,2112178.877761214,1695514.8706425813,1734699.393427733,1598936.4472812507
M415T448_NEG,415.1973961957665,447.504,1376093.0979175207,NA,1184711.3504667943,1271840.9162343796
M415T717_NEG,415.23352678255935,716.51,378088.34366157965,462019.9069218761,372650.79759961023,600431.3207366338
M415T734_NEG,415.2599107049431,734.069,647345.8098894057,636679.877946681,666770.6778837949,592240.0346641627
M415T750_NEG,415.26966959231197,749.8109999999999,4483647.754831561,5071714.3774687415,4485810.208384872,5195084.61998744
M416T937_NEG,415.876092592104,937.332,NA,234506.5099304992,381040.39436145814,458704.2055184397
M416T402_NEG,416.06581536860847,402.1185,908196.942029426,1083071.996448301,1120424.4071240204,1191343.5808828108
M416T674_NEG,416.07034864818525,674.099,120732.8306912132,105571.33569506959,NA,75340.60291523467
M416T153_NEG,416.0941235297589,152.988,105083.94626816394,74206.725587565,NA,85385.61453613285
M416T448_NEG,416.1054962062216,448.325,9746357.70506188,9848238.25274183,9760133.225541046,9927668.143500522
M416T719_NEG,416.1293726090198,719.088,NA,222293.00552213797,NA,201881.96897167995
M416T348_NEG,416.1599159702349,347.65,404087.43146180426,424718.72951269714,454623.2610318064,479286.45906575455
M416T382_NEG,416.16780276119766,382.4915,NA,NA,75320.64068750045,68924.58659023423
M416T704_NEG,416.1922990403063,704.018,129408.53639999991,116256.1634500006,123058.62736875132,137748.4553346365
M416T604_NEG,416.1922061773072,603.8879999999999,148970.4101302082,255185.22935625503,221557.3920292959,237758.06994070945
M416T470_NEG,416.20020275941613,469.9255,1051881.0386858238,1079250.7700809138,1096463.7090345987,1123800.9275634077
M416T648_NEG,416.2005940621915,648.043,165608.5397760417,194065.90767929744,NA,122816.52683476458
M416T530_NEG,416.26489911504973,529.5360000000001,213805.17482797548,280682.2569118081,238470.82984430855,87619.71134635515
M416T750_NEG,416.27279831431457,749.5155,1030445.9200785478,1135923.935999413,985191.5360698933,1130612.0428900472
M417T402_NEG,416.5668018634651,401.6725,223097.76925439524,357724.9647091238,354689.1284948737,291763.3683597
M417T383_NEG,416.5669000002763,382.575,NA,75951.96305712924,91902.87899430338,106723.97593901915
M417T971_NEG,416.8094682757789,970.772,278502.382827664,NA,422605.224117757,391619.0263875002
M417T544_NEG,417.0160806220156,543.981,72770.17953271476,91853.5665708723,55606.031239062584,55991.71378710914
M417T328_NEG,417.04308091143764,328.0905,70174.76550320856,101667.99478393585,92919.2437274418,66938.9230705915
M417T519_NEG,417.0611132429458,519.4359999999999,390951.15577531053,449685.03966690344,425804.08975000156,403592.5981974439
M417T159_NEG,417.0571330541791,158.76049999999998,243908.09186347644,228704.05804394514,217948.2636159671,184678.75806333692
M417T655_NEG,417.08296978745227,654.549,NA,59227.40457031347,83054.95238769609,60737.36786835933
M417T408_NEG,417.1039461793713,408.34000000000003,181024.46537548842,171923.37087825453,204606.49780898445,213768.5609137848
M417T393_NEG,417.10382763431915,392.50350000000003,185914.28907552012,189098.37839062663,169155.99487500108,163415.67926835903
M417T448_NEG,417.10825570865137,447.53499999999997,1197458.7795424075,1245851.0426060304,1268855.1724687524,1303600.050583766
M417T276_NEG,417.10375478957064,276.2305,491060.8767089843,433287.2937226558,461340.0755294761,438417.3806465823
M417T291_NEG,417.1401472649724,291.1585,481231.0423839931,611237.9043391317,673351.7329370109,647733.3936115067
M417T549_NEG,417.13015285898325,548.9115,141556.06440937647,160982.35416319402,196401.47893310632,186929.17899536336
M417T732_NEG,417.15034206505067,731.5795,260504.0422473141,276828.67739160603,248860.3955524575,268256.43650000315
M417T457_NEG,417.1535568383387,456.563,175685.71621406273,NA,196884.25596874827,177705.30126913905
M417T502_NEG,417.17626725952323,501.65,5756266.955276957,5471349.629336645,5309506.907187517,5707421.217772381
M417T537_NEG,417.212789722907,536.518,608187.576269022,373523.7283821234,400996.5889561058,307771.93780449365
M417T724_NEG,417.20420190567035,724.135,519930.15176502813,NA,424047.9538242208,475693.54061816353
M417T697_NEG,417.2134147094254,696.838,NA,1517042.651090631,1417152.7061134037,NA
M417T845_NEG,417.2046926491158,844.977,NA,NA,213154.58399218656,155762.70903027352
M417T414_NEG,417.21708908243886,414.236,111409.72623574223,NA,NA,121065.91163476677
M417T384_NEG,417.2351401828141,384.2015,248520.4084085932,229253.9021767579,204196.3998268227,197459.15540820273
M417T737_NEG,417.2607342475849,736.9735000000001,210299.2933784181,201999.39126250028,251851.27306347605,259806.53405598714
M418T424_NEG,417.5562834314719,424.19899999999996,248461.09510449172,NA,254553.9304348712,NA
M418T931_NEG,417.89869181248326,930.5989999999999,2141181.064556756,2159099.928957149,2074541.48428978,2167866.7838595724
M418T432_NEG,418.0750812159481,431.6845,1332811.5378503748,1303096.3450957017,1287628.2303774047,1231321.7243855172
M418T184_NEG,418.0850826496811,183.522,3759736.0355823897,3902578.155463328,3715456.8546693563,3711423.7335304962
M418T326_NEG,418.084482686037,326.43449999999996,94825.48023860682,73761.96477172873,87966.9801855467,83364.71124023359
M418T97_NEG,418.0846602957158,97.02885,NA,317617.0451374992,343687.77270749933,385369.4929520308
M418T448_NEG,418.09993738124206,448.041,737543.223781248,536452.1182015674,565158.4856835909,562390.2373906244
M418T421_NEG,418.09903416411913,420.8325,289055.4357405138,279816.0503173832,271255.71847265755,291075.73434140574
M418T276_NEG,418.1072865318863,275.8155,NA,NA,76927.97182617238,55760.155092773195
M418T526_NEG,418.1331460304962,526.355,71394.0814734376,NA,45490.70871562425,53341.47208125057
M418T290_NEG,418.143765431817,290.326,89434.42003059844,96795.19592724617,128368.60643973238,123000.39233056646
M418T502_NEG,418.1802119861929,501.65,1032972.8570763485,1105835.402702939,1072432.6409705533,1132690.5318728944
M418T716_NEG,418.20843150759424,715.667,857811.2954475707,892281.9858040893,900164.8346274081,874991.8312602821
M418T699_NEG,418.2169673244708,699.04,202863.63109448136,NA,NA,95823.00857304735
M418T535_NEG,418.2163382101237,535.3544999999999,56655.85260009793,42069.93154160148,NA,NA
M418T560_NEG,418.2813154548494,559.8915,265579.88297776564,297624.42424667906,324735.1352278383,332656.2682967036
M419T978_NEG,418.82565920676666,978.021,865554.8330334112,652341.9756655897,965766.2111892857,571245.1368276604
M419T61_NEG,418.8941745654393,61.3371,47346059.64886876,48924835.44984382,NA,NA
M419T929_NEG,418.915317587971,928.5895,5776056.336749696,5456880.737706362,5400766.566346258,5449455.731492211
M419T452_NEG,419.01302671534637,451.767,659935.3973785177,562205.0222503922,793386.6751115038,461024.1182304666
M419T556_NEG,419.04120439577616,556.478,1781114.6820865131,1754179.7973287217,1688307.9554355629,1667948.8186274027
M419T353_NEG,419.06240818647643,352.6115,80065.98338710892,82580.47815014643,73980.60124741208,105762.56157421913
M419T159_NEG,419.0539079272597,158.76049999999998,66698.2739619141,77540.527807617,59667.86939908886,42953.583365624945
M419T375_NEG,419.085336769911,375.4875,106271.85841878182,103048.15362695408,103061.35286132908,96825.75706473201
M419T183_NEG,419.0884173857304,183.1065,457695.30295454466,468469.99203213834,456560.01613125,522847.8417442897
M419T347_NEG,419.10944798046694,346.7695,261841.184902064,289389.20943973085,283466.15943750023,292506.59465081024
M419T544_NEG,419.1099128830342,543.9175,96541.15559375059,130115.92961621155,126596.49828906357,98405.38239127633
M419T422_NEG,419.1097561220349,421.669,216064.52407890608,235400.62810267985,240544.07340820346,240489.5885742185
M419T390_NEG,419.1194066621691,389.97,NA,127974.97597500047,104364.25923281217,143469.6591312502
M419T432_NEG,419.13465650591615,432.102,1818483.0971687932,1884484.6518529446,1151878.3497383788,1362361.084419734
M419T483_NEG,419.134894046417,482.53700000000003,611965.3117500036,524366.6481374983,NA,NA
M419T455_NEG,419.1452349892174,454.9385,211048.79069531147,170935.5100935867,213971.3666276053,176377.22945661264
M419T329_NEG,419.155867407617,328.5055,NA,51534.13193701184,NA,40950.11928164073
M419T661_NEG,419.1735476654594,660.5519999999999,129981.28212038222,94934.42066992314,170862.51191797137,122900.00930371092
M419T534_NEG,419.1743453530747,533.854,97238.54910351543,NA,62313.56261474544,82011.32494661519
M419T488_NEG,419.1918920146733,488.148,1215671.947734368,1202059.3911986542,1445048.6881171872,1011474.3688307309
M419T674_NEG,419.1838195742032,674.003,121918.42875183196,NA,NA,93452.42899609337
M419T696_NEG,419.2014172528874,695.616,397819.6617443177,NA,479955.39771707123,475576.41664899705
M419T711_NEG,419.22024270754514,710.732,3269174.443052093,4036217.5161743984,3970328.7510606614,2831339.808921634
M419T496_NEG,419.2284471993539,496.147,1375688.1392608176,1507136.0335104147,1597475.3700271745,1346751.6808179116
M419T669_NEG,419.22863752117917,669.018,129550.25244628884,168109.57617480366,NA,NA
M419T417_NEG,419.26483671725845,417.478,NA,291898.79728292284,288856.81061383965,257277.9611274409
M420T61_NEG,419.895521102751,61.3371,8228777.872296097,8816783.326442394,NA,NA
M420T556_NEG,420.0440427934618,556.1234999999999,279786.5796239354,275196.750326662,277475.29433583946,278819.057010351
M420T184_NEG,420.04576739183545,183.9385,130413616.68116795,136726713.76338997,133849388.98468865,132967462.43749042
M420T241_NEG,420.04624042213834,241.3675,NA,NA,141254.7602907525,137398.78739908856
M420T315_NEG,420.0909937066159,314.807,113095.78314367661,175934.92049804702,153729.02100266298,179602.94010585983
M420T432_NEG,420.137586301124,432.102,300743.9633945311,239160.53963172715,242377.79938867147,292964.497475098
M420T482_NEG,420.137633851892,482.4415,144289.28871445317,NA,176317.797554689,NA
M420T365_NEG,420.15067277719965,364.67650000000003,98673.1717843748,127670.30274739618,126551.21569374933,158125.2358233511
M420T504_NEG,420.17897916068637,504.4685,200249.75993749982,215386.7787500002,203212.1392937502,172856.41993749866
M420T488_NEG,420.1947651138272,487.608,186402.51139453056,NA,231016.92139453144,217985.35606262117
M420T711_NEG,420.2233767778753,710.7545,820588.4278868464,NA,NA,937061.2693157303
M420T493_NEG,420.2314746371417,492.883,241311.42721054747,306145.63016458397,214438.01972656266,334081.848126498
M420T417_NEG,420.2684042367399,416.674,NA,74107.73326171802,NA,58268.726372070465
M421T61_NEG,420.8910633378355,61.3371,6341980.694259377,6877971.614654306,NA,NA
M421T96_NEG,421.0033791058146,96.20545,1427455.035854492,1663854.2167134348,1363913.3175039066,1445785.4613037521
M421T75_NEG,421.0029161051341,74.90655000000001,4795778.661702475,4633145.736433598,4372582.485192966,4839175.166718747
M421T454_NEG,421.00896164776435,453.982,NA,117896.84240950616,183773.99224956546,109826.13485156251
M421T70_NEG,421.0170224393251,70.168,579732.3618281254,639061.2234984377,549535.2656473224,NA
M421T86_NEG,421.0167408634835,85.87425,469053.5748253042,NA,NA,564562.8828335162
M421T556_NEG,421.03658245653673,555.6225,195860.67722343656,184416.42683374145,193723.9734836426,202888.5465505883
M421T218_NEG,421.036163337776,218.204,3635329.727258927,3607477.543109597,3604645.0656067426,3919337.392524161
M421T184_NEG,421.0494322108908,183.9385,16256633.965250596,16952763.5005645,16206626.83388907,17075285.261186603
M421T375_NEG,421.044228137309,375.1255,97518.61731998716,NA,57022.971976953006,NA
M421T566_NEG,421.0759050128805,565.59,NA,95427.53768281174,114043.44186250017,113619.39206510245
M421T345_NEG,421.0909338547595,345.1515,350566.0445625013,383944.45226530277,326427.71846093936,381421.6939453105
M421T153_NEG,421.0867003074667,152.6135,318676.3000781246,326954.1288019353,349205.8150568179,336794.07993110805
M421T305_NEG,421.09079718953717,305.26599999999996,282044.9774095049,267214.2011310757,312988.67222795874,277014.4937856424
M421T539_NEG,421.1072039852954,539.0065,101836.14860156356,NA,128525.24224609304,NA
M421T477_NEG,421.1269496575908,477.35450000000003,NA,108553.46763924159,105780.32161683278,NA
M421T349_NEG,421.13588410042394,349.3085,2585672.869350027,3188942.3841666533,3304332.2937656175,2939437.9311067704
M421T679_NEG,421.1482769251237,679.049,694125.803609365,617770.7062734483,NA,NA
M421T353_NEG,421.16256651391376,352.6115,1643834.4748500115,1583784.3902734306,1523709.0041666736,1657016.8059999929
M421T407_NEG,421.1625292192532,406.705,946468.6789851598,1077804.8944289011,882116.9287528329,NA
M421T338_NEG,421.1645799592953,337.6375,NA,799435.3422290075,838258.7250615205,NA
M421T730_NEG,421.1546871757053,729.9585,166719.9468500003,162362.44068515304,NA,NA
M421T376_NEG,421.1722423630209,376.0105,75744.36447346953,76723.5087841804,NA,NA
M421T582_NEG,421.18710839074697,581.504,2053887.902434569,2272170.6896595983,2085628.857611333,2040824.0417500192
M421T343_NEG,421.209632869613,343.1275,389966.34774776583,422286.4562365757,385352.39743188425,394080.740935545
M421T427_NEG,421.2094051825424,426.848,339305.8291113286,334342.7807490219,NA,340643.97272461065
M421T365_NEG,421.2074703211963,365.278,89664.94993847697,81496.96987988334,NA,78071.94793242146
M421T682_NEG,421.2076440194179,682.385,842602.851013741,899217.9454822728,NA,NA
M421T711_NEG,421.2174045614445,710.8205,833807.1282193694,876427.7342269496,NA,NA
M421T878_NEG,421.2362629282215,877.9005,NA,24631871.754343137,45623251.39292271,52401482.720179476
M421T937_NEG,421.23625823431007,937.332,NA,6964844.480267406,7003167.095842777,7604802.47505986
M421T698_NEG,421.23609974537,698.03,NA,NA,5927270.396531252,7206221.862521196
M421T726_NEG,421.23617903939294,725.8215,283985.7504413018,447247.75170702883,NA,NA
M421T498_NEG,421.28060063971634,497.78200000000004,150867.79540161145,114029.54408203102,114220.351089356,177516.04966140608
M422T69_NEG,422.0246235729481,69.39789999999999,108203364.0635375,104141137.73790477,109130970.30512322,107653019.72351985
M422T431_NEG,422.0184820514692,430.885,133180.86470703164,119604.80249629047,99375.17397441389,NA
M422T184_NEG,422.04036360455257,183.9385,14324764.833524901,14473898.723034171,14136954.426291019,14122314.2951815
M422T218_NEG,422.03995837473934,218.198,614921.9566302241,646113.7408230117,617480.8347790404,NA
M422T318_NEG,422.05790895789335,318.12800000000004,13299772.742336735,14027902.610303096,14218138.202582277,13451389.491442632
M422T159_NEG,422.0943527390509,158.7875,341009.4497167965,307241.92986165377,290829.3629580961,319853.09038105485
M422T345_NEG,422.0940660103651,345.1515,NA,70987.30719609401,NA,56079.61774999957
M422T305_NEG,422.09394023901916,304.8515,NA,36452.63950195292,NA,57237.77199765613
M422T349_NEG,422.13997341710973,349.3085,575814.6460625012,546380.7236687457,666184.9816835923,668124.712284093
M422T565_NEG,422.145428234315,564.7574999999999,208049.9812825521,189694.53540312676,198367.11731836214,210072.3844401042
M422T679_NEG,422.1518322218174,678.975,135480.69592187303,126539.30970703345,128064.03197226669,NA
M422T407_NEG,422.1664340264008,406.674,154730.6061035169,167181.901532812,181364.72059863273,220657.3409824212
M422T353_NEG,422.1661180804107,352.645,287680.78490156087,416815.4306636431,332230.5454570347,NA
M422T337_NEG,422.1684233807557,336.845,NA,164622.29483816933,114763.7036113292,132605.99365859412
M422T581_NEG,422.19003963722764,581.337,404307.51773883356,484070.1940002425,479723.3904152843,435170.38733437663
M422T682_NEG,422.211358215469,682.385,150193.45380859158,180279.4431515632,NA,NA
M422T343_NEG,422.21195399543785,342.659,NA,77254.68372460871,NA,78671.66857851522
M422T877_NEG,422.2389478662774,877.173,NA,5553551.338974301,9572397.64296225,10406189.25424166
M422T700_NEG,422.23950229727575,699.647,NA,82053.93622237709,1550711.7039592632,1067823.1972229884
M423T70_NEG,423.028229823376,69.74080000000001,13059065.828758411,13074472.697814977,13198962.055512441,13603856.146360721
M423T215_NEG,423.0184277680562,215.3105,39210.101788281216,NA,NA,51215.25489062507
M423T451_NEG,423.0342273889246,450.8165,3031638.084846048,2883346.568308216,3061994.2074487773,3068412.166303041
M423T184_NEG,423.0443477469149,184.315,1778107.6107342665,1715131.2917681106,1663452.9293634049,1657195.5146542937
M423T318_NEG,423.06208304016275,318.12800000000004,2011525.5922286154,2175542.198480083,2207758.8081176733,2190337.5810629074
M423T125_NEG,423.06615159727363,124.983,NA,89165.4293203124,100654.60637265636,121419.92866054687
M423T305_NEG,423.0871449005881,304.8515,76600.6359667975,67331.374287109,73517.74767578185,66215.69086386704
M423T268_NEG,423.09101134943984,267.933,90101.50361718783,NA,161094.44224609286,97686.33060937468
M423T345_NEG,423.0871014929885,345.26,114961.60812500068,106990.65281953165,NA,NA
M423T421_NEG,423.0910863469536,420.89700000000005,611674.0542271474,608278.9245117194,696225.2996340333,656531.1568973521
M423T158_NEG,423.0958316909112,157.934,99042.44886495554,55480.521494921806,58367.632912695575,NA
M423T543_NEG,423.13010043535223,543.004,73868.8077363274,NA,75755.17483593881,97050.2772181919
M423T467_NEG,423.14277291906245,467.391,36891.04656250022,NA,46739.7931242186,55191.702701953334
M423T281_NEG,423.1429490557635,280.78499999999997,NA,49752.81064062478,45130.904786132516,NA
M423T366_NEG,423.14276981342823,366.00300000000004,312475.54792210483,NA,NA,274675.5660723377
M423T353_NEG,423.15987717097664,352.6115,516780.01597216807,567152.8974228533,491078.2936320812,527801.0247412107
M423T407_NEG,423.15995675177015,406.674,237417.61261718947,292523.0282724584,229471.0916531264,317852.44641953066
M423T416_NEG,423.18673912772556,415.998,183214.97462544392,240431.5929705261,NA,204105.08473632773
M423T720_NEG,423.20044371244796,720.0015000000001,398672.70672733954,489643.851113286,NA,NA
M423T529_NEG,423.2235207956159,529.034,70062.3183000838,66553.47124283816,79846.34228906203,NA
M423T638_NEG,423.22384476058807,638.134,71554.52903593743,111092.91767285312,NA,NA
M423T717_NEG,423.25342244379834,717.0754999999999,144608.3809242193,85995.61682187436,NA,NA
M424T70_NEG,424.02061630694527,69.7814,12434013.709444255,11895147.482153354,9340049.092455804,12758032.287934313
M424T184_NEG,424.03708927236045,184.34050000000002,488066.69618419453,454126.986270926,490732.18774934876,475721.6485808291
M424T451_NEG,424.0496963458554,450.8165,15205632.990465773,14681744.113491727,17312993.47381297,16159749.262410678
M424T318_NEG,424.0532120854292,318.12800000000004,947632.8911638177,993890.5722881956,1015985.0435943065,1060647.8210634233
M424T563_NEG,424.08538560290106,563.1095,988124.8442392498,954804.4298341713,904459.6276637567,974382.7686020865
M424T421_NEG,424.0940225842087,420.79449999999997,NA,98073.19883457058,98809.31068750014,NA
M424T544_NEG,424.1244987633561,544.003,132694.74689296956,124326.04453059955,186828.38723632973,NA
M424T353_NEG,424.16401723797975,352.669,105377.39758476635,NA,84671.71042675822,NA
M424T700_NEG,424.2861325547093,699.892,667432.2516127947,596579.5780165954,653639.4772737742,NA
M425T378_1_NEG,424.5641251834729,377.5615,937969.5863851834,827644.2608893247,795166.2599451187,834283.7122881553
M425T77_NEG,424.90067638334153,77.32295,773392.1716789068,1026220.1094792959,943234.7560187494,1011327.2117500653
M425T936_NEG,424.91147813488635,936.225,NA,187467.68806640254,209922.6902361099,NA
M425T218_NEG,424.97946038956707,218.204,409700.75933586265,241106.58953554675,225124.79029813074,176806.61908220864
M425T69_NEG,425.0243750512892,68.5701,849099.670068714,423000.04319625,584377.5644129462,1143051.637579686
M425T451_NEG,425.05212243295176,450.8165,2209289.8245908157,2279689.17299967,2688111.178530148,2538824.102725986
M425T316_NEG,425.0579409132581,316.091,NA,71408.64716953167,73332.22684531244,77283.03244921904
M425T378_2_NEG,425.0663679710648,377.5615,337711.6114505866,316160.77974877943,251814.3468164066,280271.0120214438
M425T411_NEG,425.06624888498425,411.21950000000004,NA,49260.04111171928,75822.90336035169,NA
M425T309_NEG,425.07040516096197,309.37199999999996,81935.7243945308,131878.67643632815,112593.35270982166,98309.74425488239
M425T563_NEG,425.0894471223965,562.6279999999999,NA,155152.7504130856,135589.88160807316,NA
M425T386_NEG,425.1082054411736,385.84000000000003,569754.9812546135,568006.6725820305,569520.9329833984,474225.3373388674
M425T300_NEG,425.10631867244183,300.251,NA,82735.45459402852,86185.54911484357,88158.69800553434
M425T321_NEG,425.1398151849054,320.62649999999996,187489.74227673208,223179.73975244001,214863.10997126214,203655.3219206552
M425T210_NEG,425.16665467249686,209.5345,68075.91562727855,44543.240712890525,90655.71917480479,59077.23696354153
M425T425_NEG,425.1665822569357,425.076,145803.99581152428,NA,NA,127629.14622421925
M425T472_NEG,425.18128810035677,471.9125,NA,NA,229958.15247405108,237289.42067903644
M425T357_NEG,425.20273458779155,356.75,99149.67968749924,NA,123369.41174999905,111237.670375
M425T716_NEG,425.2185286277256,715.7435,791117.5949828711,889061.9521640617,940261.5906572861,767625.5289223365
M425T732_NEG,425.2162831455172,731.8019999999999,NA,NA,111636.7930765624,101987.9340640631
M425T694_NEG,425.21838308967386,693.9715,NA,533031.5304420426,NA,457941.1184278953
M426T377_NEG,425.5645550258081,376.73400000000004,123056.08103878313,123194.3865870534,94075.13696484371,123517.83506689458
M426T75_NEG,425.98314426004634,74.87819999999999,801219.8410246898,NA,NA,442340.60121863824
M426T451_NEG,426.0554059179832,450.766,NA,275195.234126422,602385.0987647357,480103.31031249807
M426T423_NEG,426.1013510676944,422.50699999999995,112175.740424805,118427.78977832089,95406.43841093678,127464.00081933619
M426T385_NEG,426.11203202635767,385.031,88434.59864882845,101007.96087239581,81187.53478710967,94221.13568457012
M426T471_NEG,426.126471120605,470.791,80428.01614804717,73416.21384199221,NA,99134.83838788931
M426T515_NEG,426.1409809447017,515.285,753963.0737024106,704662.0059103015,733759.4981655239,701233.3114899319
M426T564_NEG,426.14094992841444,564.031,122263.95432480557,153864.9586337905,NA,NA
M426T558_NEG,426.16186405639417,558.21,184225.73581996284,193239.5024647048,185884.16895126313,164517.91864122584
M426T698_NEG,426.2111793372116,698.205,NA,329915.90117773635,232975.92057297807,410599.438565343
M426T715_NEG,426.22172864935146,715.251,139602.10589648355,NA,147937.32420833447,NA
M427T914_NEG,426.800731352398,913.862,NA,617453.5003026441,423402.9323876921,595894.25011673
M427T64_1_NEG,426.8401223165549,63.69315,3217578.176934998,3522301.1024287487,3453150.894620005,3535547.205627503
M427T730_NEG,426.9673794067611,729.9585,175950.37986306203,136756.53482323972,144695.79604138038,131747.05307929742
M427T64_2_NEG,426.9658333456556,63.74025,NA,NA,414049.61101897334,201749.94004953143
M427T97_NEG,427.0095190235934,97.00569999999999,2440052.3470982197,2772071.335439807,2732976.620259605,2464432.24264277
M427T353_NEG,427.034551971351,353.429,286538.8944581552,285570.5458279306,305312.4486046698,261693.92338103708
M427T129_NEG,427.05302563118227,129.079,381952.4450843745,304272.5652815748,284981.0008515623,304448.38385510334
M427T472_NEG,427.0767764015709,472.4165,125857.42351874874,124568.48343671848,141574.67245195367,148472.3142500009
M427T159_NEG,427.0847975440829,158.76049999999998,3765550.39168843,3836827.1379543594,3868034.20953367,3575859.4474434615
M427T539_NEG,427.1029784544543,538.9855,244681.56437276796,267085.2426580648,246118.57308202842,272691.29309012176
M427T447_NEG,427.10129500122036,447.42,61931.615876953365,NA,70181.99141640616,57998.34662890618
M427T124_NEG,427.1177305760037,124.154,65255.547147656245,87979.0825240885,NA,96240.6439492189
M427T517_NEG,427.1600324269071,517.3355,406403.3538795568,401420.8240227897,394118.93992968707,449585.21739713283
M427T408_NEG,427.1601091902796,408.34000000000003,217054.00265164507,234650.50169791575,238513.37157812456,216975.63435807457
M427T465_NEG,427.16014031677435,464.93399999999997,NA,437397.2781644538,NA,462982.38233854296
M427T751_NEG,427.1705657019025,751.486,1592747.0466970264,1621869.6154872058,1537981.6122630294,1462933.8292207161
M427T443_NEG,427.19715701329085,442.54200000000003,201441.29553168378,217529.04568554647,172758.43392400607,253560.49273108997
M427T417_NEG,427.1967476478415,416.674,728979.3885083701,682135.579827148,698733.99169921875,686581.2152926178
M427T724_NEG,427.2333391879689,724.0735,12566243.785368223,12372385.031045977,13688721.158616,12648866.204613723
M427T696_NEG,427.2332626115282,696.4935,27575436.74372849,28819592.86998367,27098145.391655955,28745813.0213004
M427T673_NEG,427.23356005511584,673.1700000000001,857108.5071430653,NA,NA,845558.6059790326
M428T69_NEG,427.8288994375847,68.57455,2141494.6439859373,1715292.9530864588,1642452.9639396686,1611699.8046156245
M428T943_NEG,427.8537732741709,942.585,849065.9358376744,435512.87614302884,339340.82105994393,362854.62503464305
M428T218_NEG,427.96725099726564,218.204,401099.7071191403,381471.31276404794,386387.4651351147,360451.54182241624
M428T159_NEG,428.08894547171576,158.76049999999998,577780.7353366705,635810.2207024146,566083.4480101197,561291.8087612758
M428T125_NEG,428.08249540259504,124.869,137990.1219833985,157074.9905904018,NA,123484.52270507813
M428T686_NEG,428.0915195335659,685.79,92961.1633847657,108011.19389062436,NA,102468.94137555899
M428T266_NEG,428.10463170909145,265.618,373990.28778822534,464203.8405156254,381559.1611810832,NA
M428T295_NEG,428.13999698200575,294.8885,96352.81315722692,97356.66443750059,137094.91079701422,114836.01011023014
M428T386_NEG,428.1558981858108,386.255,69381.9428181644,112116.76122910184,90844.15897460972,NA
M428T751_NEG,428.1746720690928,750.7860000000001,264255.32919661276,275073.11007030885,269773.7118854125,268614.6871772467
M428T417_NEG,428.2002879914452,416.605,141809.99542207134,143342.63671875,141887.55828749956,149651.9962802743
M428T728_NEG,428.2274772021579,728.175,6281018.3856438985,6408132.731311441,6666882.375828159,6237718.464230249
M428T696_NEG,428.2359281505359,696.4935,6174567.2230664175,6398237.798437039,5892215.677260394,6328573.030719613
M429T945_NEG,428.87076762823204,944.773,NA,637260.5318178032,574739.9852052727,417225.6238966358
M429T451_NEG,429.0408287851553,450.8165,12527010.469987718,12080432.651713545,12900040.098500663,12548691.150993656
M429T563_NEG,429.0773879826164,563.1095,1054680.1962002805,1042528.2726509904,1037041.8742457872,942763.391224085
M429T159_NEG,429.0904728747689,158.76049999999998,98958.60270089288,110349.7256103513,81982.41816992231,95246.27223214257
M429T387_NEG,429.1028129121635,387.105,196830.268153123,185547.29047421922,216737.9106689438,232407.36935481834
M429T111_NEG,429.0965767941914,111,3124344.34703315,3213621.146671007,3030741.626038035,3148487.2116714157
M429T187_NEG,429.10096143559673,187.23700000000002,NA,52455.9574203128,44826.3811406249,NA
M429T547_NEG,429.11468166842246,547.3995,122390.89674038487,NA,NA,85414.89856689447
M429T317_NEG,429.1390679685543,316.84,67842.82060390642,80930.7027735773,120946.90917675698,NA
M429T131_NEG,429.1399760045498,131.101,68240.90233828126,NA,NA,68104.01264648438
M429T438_NEG,429.17634240484676,437.5265,1399391.4991803803,1395625.7965000004,1217268.2593154302,1158424.9758446345
M429T377_NEG,429.17647717506895,376.73400000000004,1218001.0867113941,1216502.3941796888,1175268.4594580652,1169747.1120611217
M429T758_NEG,429.18700785889246,758.115,1867173.0439360288,2014474.5815737518,1947788.2249398956,2194395.9852171717
M429T796_NEG,429.18645235071847,796.3505,201883.2592773417,208660.98652701633,258492.17614583817,254861.03147094868
M429T235_NEG,429.19752024295894,235.19299999999998,218315.32721571164,120935.35961002635,144033.03705209578,137611.86261647733
M429T727_NEG,429.2315474310519,727.374,1091629.8623500064,1267604.680390618,1355329.5140190986,1294279.276264643
M429T710_NEG,429.24846224810153,709.885,57505585.7811642,58840560.119030915,58312518.12506729,56258654.27028508
